Month Ending,ME Date,Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April,30,2017,Pinal,AZ,Passenger,2,0,2,254,256,0.78
April,30,2017,Island,WA,Passenger,108,128,236,59768,60004,0.39
April,30,2017,Clark,WA,Truck,0,0,0,77561,77561,0
April,30,2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
April,30,2017,Shelby,TN,Passenger,0,1,1,109,110,0.91
April,30,2017,Dale,AL,Passenger,0,1,1,65,66,1.52
April,30,2017,Jefferson,WA,Passenger,98,56,154,23744,23898,0.64
April,30,2017,,,Passenger,3,1,4,672,676,0.59
April,30,2017,Harnett,NC,Passenger,1,0,1,257,258,0.39
April,30,2017,Salt Lake,UT,Passenger,0,1,1,289,290,0.34
April,30,2017,Yakima,WA,Truck,0,0,0,57219,57219,0
April,30,2017,Montgomery,PA,Passenger,1,0,1,41,42,2.38
April,30,2017,Skamania,WA,Truck,0,0,0,3874,3874,0
April,30,2017,Whitman,WA,Passenger,9,19,28,21964,21992,0.13
April,30,2017,Utah,UT,Passenger,0,1,1,164,165,0.61
April,30,2017,Clark,WA,Passenger,755,471,1226,298474,299700,0.41
April,30,2017,Adams,WA,Passenger,2,3,5,12128,12133,0.04
April,30,2017,Franklin,WA,Passenger,27,47,74,55348,55422,0.13
April,30,2017,Ferry,WA,Truck,0,0,0,3549,3549,0
April,30,2017,San Juan,WA,Truck,0,0,0,5551,5551,0
April,30,2017,Los Angeles,CA,Passenger,3,1,4,1345,1349,0.3
April,30,2017,Lee,AL,Passenger,1,0,1,35,36,2.78
April,30,2017,Klickitat,WA,Passenger,22,23,45,14768,14813,0.3
April,30,2017,Clark,NV,Passenger,1,3,4,857,861,0.46
April,30,2017,Tarrant,TX,Passenger,0,2,2,273,275,0.73
April,30,2017,Skagit,WA,Truck,1,0,1,31395,31396,0
April,30,2017,Monterey,CA,Passenger,0,1,1,210,211,0.47
April,30,2017,San Juan,WA,Passenger,98,35,133,13479,13612,0.98
April,30,2017,Douglas,OR,Passenger,0,1,1,74,75,1.33
April,30,2017,Montgomery,TN,Passenger,1,0,1,293,294,0.34
April,30,2017,Adams,WA,Truck,0,0,0,5072,5072,0
April,30,2017,Lewis,WA,Passenger,46,33,79,55192,55271,0.14
April,30,2017,Lane,OR,Passenger,0,1,1,247,248,0.4
April,30,2017,Whatcom,WA,Truck,2,0,2,41449,41451,0
April,30,2017,Lincoln,WA,Truck,0,0,0,4464,4464,0
April,30,2017,Cobb,GA,Passenger,0,1,1,77,78,1.28
April,30,2017,Juneau,AK,Passenger,0,1,1,53,54,1.85
April,30,2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
April,30,2017,Grays Harbor,WA,Truck,0,0,0,19850,19850,0
April,30,2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
April,30,2017,Okanogan,WA,Passenger,3,16,19,25595,25614,0.07
April,30,2017,Canyon,ID,Passenger,0,1,1,102,103,0.97
April,30,2017,Kitsap,WA,Truck,1,0,1,52312,52313,0
April,30,2017,Fulton,GA,Passenger,1,1,2,119,121,1.65
April,30,2017,Manatee,FL,Passenger,1,0,1,48,49,2.04
April,30,2017,Garfield,WA,Truck,0,0,0,938,938,0
April,30,2017,Nassau,NY,Passenger,0,1,1,40,41,2.44
April,30,2017,Multnomah,OR,Passenger,0,3,3,1068,1071,0.28
April,30,2017,Lewis,WA,Truck,0,0,0,24797,24797,0
April,30,2017,Asotin,WA,Passenger,6,2,8,12343,12351,0.06
April,30,2017,Latah,ID,Passenger,0,1,1,120,121,0.83
April,30,2017,Santa Clara,CA,Passenger,6,2,8,411,419,1.91
April,30,2017,Moore,NC,Passenger,0,1,1,205,206,0.49
April,30,2017,Thurston,WA,Passenger,385,319,704,185729,186433,0.38
April,30,2017,Middlesex,MA,Passenger,1,0,1,148,149,0.67
April,30,2017,Bexar,TX,Passenger,1,0,1,1025,1026,0.1
April,30,2017,Walla Walla,WA,Passenger,22,24,46,34828,34874,0.13
April,30,2017,Stevens,WA,Passenger,8,22,30,31233,31263,0.1
April,30,2017,Okanogan,WA,Truck,0,0,0,16256,16256,0
April,30,2017,Pierce,WA,Truck,0,0,0,137818,137818,0
April,30,2017,Douglas,WA,Passenger,31,21,52,26603,26655,0.2
April,30,2017,Franklin,WA,Truck,0,0,0,17995,17995,0
April,30,2017,Manassas,VA,Passenger,0,1,1,10,11,9.09
April,30,2017,Albemarle,VA,Passenger,0,1,1,31,32,3.12
April,30,2017,Prince George's,MD,Passenger,0,1,1,182,183,0.55
April,30,2017,Hamilton,TN,Passenger,1,0,1,26,27,3.7
April,30,2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
April,30,2017,Franklin,MA,Passenger,0,1,1,4,5,20
April,30,2017,Hardin,KY,Passenger,0,1,1,123,124,0.81
April,30,2017,Fairfax,VA,Passenger,2,2,4,860,864,0.46
April,30,2017,Okaloosa,FL,Passenger,1,0,1,194,195,0.51
April,30,2017,Spokane,WA,Truck,1,0,1,90266,90267,0
April,30,2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
April,30,2017,Muscogee,GA,Passenger,0,1,1,247,248,0.4
April,30,2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
April,30,2017,King,WA,Truck,8,1,9,188938,188947,0
April,30,2017,Franklin,OH,Passenger,0,1,1,126,127,0.79
April,30,2017,Klickitat,WA,Truck,0,0,0,7954,7954,0
April,30,2017,Virginia Beach,VA,Passenger,2,1,3,645,648,0.46
April,30,2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88
April,30,2017,Orleans,LA,Passenger,0,1,1,49,50,2
April,30,2017,San Diego,CA,Passenger,5,1,6,2768,2774,0.22
April,30,2017,Clallam,WA,Passenger,80,68,148,48127,48275,0.31
April,30,2017,Thurston,WA,Truck,0,0,0,53255,53255,0
April,30,2017,Anne Arundel,MD,Passenger,0,1,1,500,501,0.2
April,30,2017,Saratoga,NY,Passenger,1,1,2,75,77,2.6
April,30,2017,Pacific,WA,Truck,0,0,0,7464,7464,0
April,30,2017,Cumberland,NC,Passenger,1,0,1,612,613,0.16
April,30,2017,Marion,OR,Passenger,1,0,1,181,182,0.55
April,30,2017,Marin,CA,Passenger,1,0,1,60,61,1.64
April,30,2017,Columbia,WA,Truck,0,0,0,1536,1536,0
April,30,2017,El Paso,CO,Passenger,1,1,2,820,822,0.24
April,30,2017,Lincoln,WA,Passenger,2,4,6,7481,7487,0.08
April,30,2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
April,30,2017,DeKalb,IN,Passenger,1,0,1,1,2,50
April,30,2017,Richmond,GA,Passenger,0,1,1,93,94,1.06
April,30,2017,Essex,NJ,Passenger,1,0,1,16,17,5.88
April,30,2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
April,30,2017,Travis,TX,Passenger,0,1,1,195,196,0.51
April,30,2017,Deschutes,OR,Passenger,1,0,1,198,199,0.5
April,30,2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
April,30,2017,Grant,WA,Truck,0,0,0,25091,25091,0
April,30,2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
April,30,2017,Clackamas,OR,Passenger,1,1,2,325,327,0.61
April,30,2017,Ventura,CA,Passenger,0,1,1,362,363,0.28
April,30,2017,Pacific,WA,Passenger,9,8,17,15082,15099,0.11
April,30,2017,Jefferson,WA,Truck,0,0,0,9442,9442,0
April,30,2017,Missoula,MT,Passenger,1,0,1,77,78,1.28
April,30,2017,Charles,MD,Passenger,0,1,1,90,91,1.1
April,30,2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
April,30,2017,Yakima,WA,Passenger,38,54,92,159283,159375,0.06
April,30,2017,Duval,FL,Passenger,1,1,2,378,380,0.53
April,30,2017,Prince William,VA,Passenger,0,3,3,275,278,1.08
April,30,2017,Orange,CA,Passenger,2,1,3,646,649,0.46
April,30,2017,Walla Walla,WA,Truck,0,0,0,13177,13177,0
April,30,2017,Chelan,WA,Truck,0,0,0,21208,21208,0
April,30,2017,Madison,ID,Passenger,1,0,1,41,42,2.38
April,30,2017,Grant,WA,Passenger,18,21,39,60489,60528,0.06
April,30,2017,Whitman,WA,Truck,0,0,0,8380,8380,0
April,30,2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
April,30,2017,Maui,HI,Passenger,1,0,1,72,73,1.37
April,30,2017,Santa Rosa,FL,Passenger,1,0,1,109,110,0.91
April,30,2017,Spokane,WA,Passenger,236,208,444,295746,296190,0.15
April,30,2017,Grays Harbor,WA,Passenger,29,30,59,44477,44536,0.13
April,30,2017,Maricopa,AZ,Passenger,2,0,2,1800,1802,0.11
April,30,2017,Wahkiakum,WA,Passenger,0,2,2,2848,2850,0.07
April,30,2017,Nantucket,MA,Passenger,1,0,1,3,4,25
April,30,2017,Skamania,WA,Passenger,9,8,17,8521,8538,0.2
April,30,2017,Arlington,VA,Passenger,1,1,2,166,168,1.19
April,30,2017,New London,CT,Passenger,1,1,2,257,259,0.77
April,30,2017,Mason,WA,Truck,0,0,0,19242,19242,0
April,30,2017,Pima,AZ,Passenger,0,2,2,442,444,0.45
April,30,2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
April,30,2017,Norfolk,VA,Passenger,1,1,2,301,303,0.66
April,30,2017,DeKalb,GA,Passenger,1,0,1,84,85,1.18
April,30,2017,Hidalgo,TX,Passenger,0,1,1,98,99,1.01
April,30,2017,King,WA,Passenger,9558,3882,13440,1378548,1391988,0.97
April,30,2017,Orange,FL,Passenger,1,1,2,149,151,1.32
April,30,2017,Clallam,WA,Truck,0,0,0,20962,20962,0
April,30,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
April,30,2017,Pierce,WA,Passenger,917,807,1724,525754,527478,0.33
April,30,2017,Jefferson,NY,Passenger,1,1,2,255,257,0.78
April,30,2017,Benton,WA,Passenger,143,140,283,128087,128370,0.22
April,30,2017,Island,WA,Truck,0,0,0,20526,20526,0
April,30,2017,Cape May,NJ,Passenger,0,1,1,18,19,5.26
April,30,2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
April,30,2017,Kittitas,WA,Truck,0,0,0,13478,13478,0
April,30,2017,San Mateo,CA,Passenger,0,1,1,158,159,0.63
April,30,2017,District of Columbia,DC,Passenger,0,3,3,225,228,1.32
April,30,2017,Skagit,WA,Passenger,123,97,220,87597,87817,0.25
April,30,2017,Stevens,WA,Truck,0,0,0,18286,18286,0
April,30,2017,Cowlitz,WA,Truck,0,0,0,27856,27856,0
April,30,2017,Snohomish,WA,Passenger,1709,861,2570,512767,515337,0.5
April,30,2017,Riverside,CA,Passenger,1,1,2,829,831,0.24
April,30,2017,Dallas,TX,Passenger,0,1,1,196,197,0.51
April,30,2017,Alameda,CA,Passenger,2,1,3,379,382,0.79
April,30,2017,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
April,30,2017,Jackson,MO,Passenger,1,0,1,68,69,1.45
April,30,2017,Ferry,WA,Passenger,2,1,3,4397,4400,0.07
April,30,2017,Kitsap,WA,Passenger,584,298,882,172672,173554,0.51
April,30,2017,Dakota,MN,Passenger,0,1,1,40,41,2.44
April,30,2017,Douglas,WA,Truck,0,0,0,11451,11451,0
April,30,2017,Wahkiakum,WA,Truck,0,0,0,1631,1631,0
April,30,2017,Honolulu,HI,Passenger,4,2,6,604,610,0.98
April,30,2017,Montgomery,MD,Passenger,1,0,1,308,309,0.32
April,30,2017,Chelan,WA,Passenger,55,31,86,51695,51781,0.17
April,30,2017,Mason,WA,Passenger,49,64,113,43002,43115,0.26
April,30,2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April,30,2017,Kent,MI,Passenger,0,1,1,37,38,2.63
April,30,2017,Hawaii,HI,Passenger,1,0,1,84,85,1.18
April,30,2017,Cascade,MT,Passenger,0,1,1,61,62,1.61
April,30,2017,Northampton,PA,Passenger,2,0,2,192,194,1.03
April,30,2017,Columbia,WA,Passenger,0,1,1,2358,2359,0.04
April,30,2017,Asotin,WA,Truck,0,0,0,6504,6504,0
April,30,2017,Dane,WI,Passenger,1,0,1,138,139,0.72
April,30,2017,Whatcom,WA,Passenger,441,159,600,142459,143059,0.42
April,30,2017,Carroll,NH,Passenger,0,1,1,0,1,100
April,30,2017,Monroe,NY,Passenger,1,0,1,27,28,3.57
April,30,2017,Garfield,WA,Passenger,0,0,0,1283,1283,0
April,30,2017,Palm Beach,FL,Passenger,0,1,1,100,101,0.99
April,30,2017,Pend Oreille,WA,Truck,0,0,0,5586,5586,0
April,30,2017,Benton,WA,Truck,0,0,0,39892,39892,0
April,30,2017,Pend Oreille,WA,Passenger,1,4,5,9320,9325,0.05
April,30,2017,Cowlitz,WA,Passenger,52,48,100,69320,69420,0.14
April,30,2017,Kittitas,WA,Passenger,21,17,38,27202,27240,0.14
April,30,2017,Snohomish,WA,Truck,1,0,1,122009,122010,0
April,30,2017,Howard,MD,Passenger,0,2,2,90,92,2.17
August,31,2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67
August,31,2017,Lincoln,WA,Passenger,1,5,6,7571,7577,0.08
August,31,2017,Asotin,WA,Passenger,8,5,13,12444,12457,0.1
August,31,2017,Thurston,WA,Truck,0,0,0,53429,53429,0
August,31,2017,Hawaii,HI,Passenger,1,0,1,77,78,1.28
August,31,2017,Essex,NJ,Passenger,1,0,1,13,14,7.14
August,31,2017,Kitsap,WA,Passenger,637,336,973,173831,174804,0.56
August,31,2017,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
August,31,2017,Walla Walla,WA,Truck,0,0,0,13188,13188,0
August,31,2017,Saratoga,NY,Passenger,1,1,2,72,74,2.7
August,31,2017,Manatee,FL,Passenger,1,0,1,42,43,2.33
August,31,2017,Jefferson,NY,Passenger,1,0,1,245,246,0.41
August,31,2017,Lane,OR,Passenger,0,1,1,223,224,0.45
August,31,2017,Sacramento,CA,Passenger,1,0,1,345,346,0.29
August,31,2017,Lewis,WA,Truck,0,0,0,25013,25013,0
August,31,2017,Palm Beach,FL,Passenger,0,1,1,98,99,1.01
August,31,2017,Los Angeles,CA,Passenger,3,2,5,1251,1256,0.4
August,31,2017,Franklin,WA,Truck,0,0,0,18234,18234,0
August,31,2017,Ferry,WA,Truck,0,0,0,3532,3532,0
August,31,2017,Asotin,WA,Truck,0,0,0,6515,6515,0
August,31,2017,Lee,AL,Passenger,1,0,1,36,37,2.7
August,31,2017,Santa Clara,CA,Passenger,5,2,7,393,400,1.75
August,31,2017,Fairfax,VA,Passenger,2,2,4,841,845,0.47
August,31,2017,Grays Harbor,WA,Passenger,37,37,74,44965,45039,0.16
August,31,2017,Snohomish,WA,Passenger,1847,942,2789,513730,516519,0.54
August,31,2017,Wahkiakum,WA,Passenger,0,2,2,2834,2836,0.07
August,31,2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
August,31,2017,Skamania,WA,Passenger,10,7,17,8571,8588,0.2
August,31,2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18
August,31,2017,Garfield,WA,Truck,0,0,0,932,932,0
August,31,2017,Orange,FL,Passenger,1,1,2,144,146,1.37
August,31,2017,Columbia,WA,Truck,0,0,0,1541,1541,0
August,31,2017,Kittitas,WA,Passenger,27,21,48,27891,27939,0.17
August,31,2017,Pinal,AZ,Passenger,2,0,2,227,229,0.87
August,31,2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
August,31,2017,Ferry,WA,Passenger,1,1,2,4396,4398,0.05
August,31,2017,Howard,MD,Passenger,0,2,2,89,91,2.2
August,31,2017,Chelan,WA,Passenger,72,36,108,52309,52417,0.21
August,31,2017,Duval,FL,Passenger,1,1,2,377,379,0.53
August,31,2017,Virginia Beach,VA,Passenger,2,1,3,646,649,0.46
August,31,2017,Sedgwick,KS,Passenger,0,1,1,104,105,0.95
August,31,2017,Pierce,WA,Truck,0,0,0,137231,137231,0
August,31,2017,Clark,WA,Passenger,794,528,1322,300774,302096,0.44
August,31,2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15
August,31,2017,Skamania,WA,Truck,0,0,0,3876,3876,0
August,31,2017,Whitman,WA,Truck,0,0,0,8451,8451,0
August,31,2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76
August,31,2017,,,Passenger,5,1,6,689,695,0.86
August,31,2017,Fulton,GA,Passenger,1,0,1,109,110,0.91
August,31,2017,Arlington,VA,Passenger,1,2,3,166,169,1.78
August,31,2017,Jefferson,WA,Passenger,112,64,176,23954,24130,0.73
August,31,2017,Pend Oreille,WA,Passenger,3,4,7,9358,9365,0.07
August,31,2017,Franklin,WA,Passenger,27,48,75,55929,56004,0.13
August,31,2017,Tarrant,TX,Passenger,1,0,1,233,234,0.43
August,31,2017,Montgomery,PA,Passenger,1,0,1,40,41,2.44
August,31,2017,Ramsey,MN,Passenger,1,0,1,39,40,2.5
August,31,2017,Chelan,WA,Truck,0,0,0,21363,21363,0
August,31,2017,Alameda,CA,Passenger,0,1,1,358,359,0.28
August,31,2017,Kitsap,WA,Truck,1,0,1,52562,52563,0
August,31,2017,Travis,TX,Passenger,0,1,1,194,195,0.51
August,31,2017,Riverside,CA,Passenger,1,2,3,769,772,0.39
August,31,2017,Montgomery,TX,Passenger,1,0,1,60,61,1.64
August,31,2017,Utah,UT,Passenger,0,1,1,147,148,0.68
August,31,2017,Grant,WA,Truck,0,0,0,25352,25352,0
August,31,2017,Adams,WA,Passenger,3,3,6,12183,12189,0.05
August,31,2017,Tulare,CA,Passenger,1,0,1,197,198,0.51
August,31,2017,El Paso,CO,Passenger,2,0,2,777,779,0.26
August,31,2017,Stevens,WA,Passenger,8,22,30,31514,31544,0.1
August,31,2017,Cape May,NJ,Passenger,0,1,1,18,19,5.26
August,31,2017,DeKalb,IN,Passenger,1,0,1,1,2,50
August,31,2017,Kent,MI,Passenger,0,1,1,38,39,2.56
August,31,2017,Hardin,KY,Passenger,0,1,1,122,123,0.81
August,31,2017,Shelby,TN,Passenger,0,1,1,103,104,0.96
August,31,2017,Lewis,WA,Passenger,55,38,93,55794,55887,0.17
August,31,2017,Clark,WA,Truck,0,0,0,77898,77898,0
August,31,2017,Pacific,WA,Passenger,10,9,19,15248,15267,0.12
August,31,2017,Klickitat,WA,Truck,0,0,0,7970,7970,0
August,31,2017,St. Clair,IL,Passenger,0,1,1,168,169,0.59
August,31,2017,Montgomery,TN,Passenger,1,0,1,281,282,0.35
August,31,2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
August,31,2017,Dakota,MN,Passenger,0,2,2,36,38,5.26
August,31,2017,Cowlitz,WA,Truck,0,0,0,27992,27992,0
August,31,2017,Pacific,WA,Truck,0,0,0,7515,7515,0
August,31,2017,Madison,ID,Passenger,1,0,1,37,38,2.63
August,31,2017,Benton,WA,Truck,0,0,0,40164,40164,0
August,31,2017,Whatcom,WA,Passenger,481,182,663,143561,144224,0.46
August,31,2017,Wayne,MI,Passenger,0,1,1,67,68,1.47
August,31,2017,Prince William,VA,Passenger,0,3,3,267,270,1.11
August,31,2017,Moore,NC,Passenger,0,1,1,200,201,0.5
August,31,2017,Yakima,WA,Passenger,54,67,121,160149,160270,0.08
August,31,2017,Frederick,MD,Passenger,0,1,1,83,84,1.19
August,31,2017,San Juan,WA,Passenger,113,39,152,13645,13797,1.1
August,31,2017,Snohomish,WA,Truck,1,0,1,121668,121669,0
August,31,2017,Northampton,PA,Passenger,0,1,1,97,98,1.02
August,31,2017,Nueces,TX,Passenger,0,1,1,94,95,1.05
August,31,2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
August,31,2017,Juneau,AK,Passenger,0,1,1,43,44,2.27
August,31,2017,Wahkiakum,WA,Truck,0,0,0,1655,1655,0
August,31,2017,Garfield,WA,Passenger,1,0,1,1302,1303,0.08
August,31,2017,Montgomery,MD,Passenger,1,0,1,307,308,0.32
August,31,2017,Monterey,CA,Passenger,0,2,2,195,197,1.02
August,31,2017,Canyon,ID,Passenger,0,1,1,97,98,1.02
August,31,2017,Polk,FL,Passenger,1,0,1,64,65,1.54
August,31,2017,Thurston,WA,Passenger,421,359,780,187775,188555,0.41
August,31,2017,Flathead,MT,Passenger,1,0,1,59,60,1.67
August,31,2017,Portsmouth,VA,Passenger,0,1,1,65,66,1.52
August,31,2017,Stevens,WA,Truck,0,0,0,18218,18218,0
August,31,2017,Charles,MD,Passenger,0,1,1,85,86,1.16
August,31,2017,Dale,AL,Passenger,0,1,1,63,64,1.56
August,31,2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
August,31,2017,Walla Walla,WA,Passenger,27,27,54,34981,35035,0.15
August,31,2017,Jefferson,WA,Truck,0,0,0,9427,9427,0
August,31,2017,Kittitas,WA,Truck,0,0,0,13610,13610,0
August,31,2017,Pierce,WA,Passenger,999,866,1865,524926,526791,0.35
August,31,2017,Spokane,WA,Passenger,268,220,488,297411,297899,0.16
August,31,2017,Skagit,WA,Passenger,140,112,252,88466,88718,0.28
August,31,2017,Carroll,NH,Passenger,0,1,1,1,2,50
August,31,2017,Norfolk,VA,Passenger,1,1,2,313,315,0.63
August,31,2017,Maui,HI,Passenger,1,0,1,69,70,1.43
August,31,2017,Benton,WA,Passenger,161,147,308,129043,129351,0.24
August,31,2017,Adams,WA,Truck,0,0,0,5097,5097,0
August,31,2017,Orange,CA,Passenger,3,1,4,611,615,0.65
August,31,2017,Okaloosa,FL,Passenger,1,0,1,184,185,0.54
August,31,2017,Clark,NV,Passenger,1,2,3,795,798,0.38
August,31,2017,King,WA,Truck,7,1,8,186770,186778,0
August,31,2017,District of Columbia,DC,Passenger,0,2,2,206,208,0.96
August,31,2017,Pend Oreille,WA,Truck,0,0,0,5552,5552,0
August,31,2017,Pima,AZ,Passenger,1,2,3,418,421,0.71
August,31,2017,Douglas,WA,Truck,0,0,0,11570,11570,0
August,31,2017,Clallam,WA,Passenger,96,79,175,48546,48721,0.36
August,31,2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
August,31,2017,Nantucket,MA,Passenger,1,0,1,3,4,25
August,31,2017,Latah,ID,Passenger,0,1,1,92,93,1.08
August,31,2017,Whatcom,WA,Truck,2,0,2,41764,41766,0
August,31,2017,Spokane,WA,Truck,1,0,1,90996,90997,0
August,31,2017,Okanogan,WA,Passenger,4,18,22,25673,25695,0.09
August,31,2017,Lincoln,WA,Truck,0,0,0,4457,4457,0
August,31,2017,New London,CT,Passenger,1,1,2,255,257,0.78
August,31,2017,Okanogan,WA,Truck,0,0,0,16242,16242,0
August,31,2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.9
August,31,2017,Grant,WA,Passenger,19,32,51,61193,61244,0.08
August,31,2017,Multnomah,OR,Passenger,1,3,4,937,941,0.43
August,31,2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11
August,31,2017,Douglas,WA,Passenger,35,27,62,26835,26897,0.23
August,31,2017,Cowlitz,WA,Passenger,50,62,112,70013,70125,0.16
August,31,2017,San Mateo,CA,Passenger,0,1,1,150,151,0.66
August,31,2017,Anne Arundel,MD,Passenger,0,1,1,496,497,0.2
August,31,2017,Jackson,MO,Passenger,1,0,1,57,58,1.72
August,31,2017,Grays Harbor,WA,Truck,0,0,0,19935,19935,0
August,31,2017,San Juan,WA,Truck,0,0,0,5549,5549,0
August,31,2017,King,WA,Passenger,10441,4267,14708,1372396,1387104,1.06
August,31,2017,Manassas,VA,Passenger,0,1,1,9,10,10
August,31,2017,Maricopa,AZ,Passenger,2,0,2,1690,1692,0.12
August,31,2017,Deschutes,OR,Passenger,1,0,1,194,195,0.51
August,31,2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
August,31,2017,Marin,CA,Passenger,1,0,1,58,59,1.69
August,31,2017,Franklin,MA,Passenger,0,1,1,4,5,20
August,31,2017,Island,WA,Passenger,124,149,273,60582,60855,0.45
August,31,2017,Richmond,GA,Passenger,0,1,1,88,89,1.12
August,31,2017,Mason,WA,Truck,0,0,0,19333,19333,0
August,31,2017,Mason,WA,Passenger,59,73,132,43923,44055,0.3
August,31,2017,Dallas,TX,Passenger,0,1,1,181,182,0.55
August,31,2017,Prince George's,MD,Passenger,0,1,1,187,188,0.53
August,31,2017,Columbia,WA,Passenger,1,1,2,2352,2354,0.08
August,31,2017,Nassau,NY,Passenger,1,1,2,39,41,4.88
August,31,2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
August,31,2017,Orleans,LA,Passenger,0,1,1,44,45,2.22
August,31,2017,Richland,SC,Passenger,0,1,1,188,189,0.53
August,31,2017,Bexar,TX,Passenger,1,1,2,852,854,0.23
August,31,2017,Cobb,GA,Passenger,0,1,1,73,74,1.35
August,31,2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
August,31,2017,Franklin,OH,Passenger,0,1,1,115,116,0.86
August,31,2017,Island,WA,Truck,0,0,0,20519,20519,0
August,31,2017,Clallam,WA,Truck,0,0,0,21059,21059,0
August,31,2017,Yakima,WA,Truck,0,0,0,57643,57643,0
August,31,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
August,31,2017,Skagit,WA,Truck,1,0,1,31515,31516,0
August,31,2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69
August,31,2017,Klickitat,WA,Passenger,21,24,45,14782,14827,0.3
August,31,2017,San Diego,CA,Passenger,6,1,7,2660,2667,0.26
August,31,2017,Lumpkin,GA,Passenger,1,0,1,9,10,10
August,31,2017,Whitman,WA,Passenger,11,22,33,22128,22161,0.15
August,31,2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25
August,31,2017,Honolulu,HI,Passenger,3,2,5,561,566,0.88
December,31,2017,Wahkiakum,WA,Passenger,0,2,2,2860,2862,0.07
December,31,2017,Sangamon,IL,Passenger,1,0,1,10,11,9.09
December,31,2017,Franklin,WA,Truck,0,0,0,18492,18492,0
December,31,2017,San Juan,WA,Passenger,132,43,175,13853,14028,1.25
December,31,2017,Jefferson,WA,Truck,0,0,0,9475,9475,0
December,31,2017,DuPage,IL,Passenger,1,0,1,61,62,1.61
December,31,2017,Lincoln,WA,Passenger,2,5,7,7569,7576,0.09
December,31,2017,Montgomery,TN,Passenger,1,0,1,269,270,0.37
December,31,2017,Okanogan,WA,Passenger,7,18,25,25740,25765,0.1
December,31,2017,Marin,CA,Passenger,1,0,1,58,59,1.69
December,31,2017,Tarrant,TX,Passenger,1,0,1,228,229,0.44
December,31,2017,Orange,CA,Passenger,3,1,4,576,580,0.69
December,31,2017,Richmond,GA,Passenger,0,1,1,93,94,1.06
December,31,2017,Whitman,WA,Passenger,17,20,37,22426,22463,0.16
December,31,2017,Kittitas,WA,Passenger,35,26,61,28449,28510,0.21
December,31,2017,Duval,FL,Passenger,1,2,3,370,373,0.8
December,31,2017,Alameda,CA,Passenger,0,1,1,352,353,0.28
December,31,2017,Stevens,WA,Truck,0,0,0,18379,18379,0
December,31,2017,Santa Rosa,FL,Passenger,1,0,1,103,104,0.96
December,31,2017,Palm Beach,FL,Passenger,0,1,1,90,91,1.1
December,31,2017,Multnomah,OR,Passenger,3,3,6,879,885,0.68
December,31,2017,Hamilton,IN,Passenger,1,0,1,54,55,1.82
December,31,2017,Lewis,WA,Passenger,54,40,94,56571,56665,0.17
December,31,2017,Yakima,WA,Passenger,59,75,134,162075,162209,0.08
December,31,2017,Stevens,WA,Passenger,10,21,31,31533,31564,0.1
December,31,2017,Deschutes,OR,Passenger,1,0,1,178,179,0.56
December,31,2017,Columbia,WA,Truck,0,0,0,1540,1540,0
December,31,2017,King,WA,Truck,8,1,9,185056,185065,0
December,31,2017,Polk,FL,Passenger,1,0,1,61,62,1.61
December,31,2017,Pend Oreille,WA,Truck,0,0,0,5618,5618,0
