Month Ending,ME Date,Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February,28,2021,Kittitas,WA,Passenger,142,53,195,29825,30020,0.65
February,28,2021,Charles,MD,Passenger,1,1,2,72,74,2.7
February,28,2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
February,28,2021,Tulsa,OK,Passenger,1,1,2,40,42,4.76
February,28,2021,Lewis,WA,Truck,0,0,0,26704,26704,0
February,28,2021,Bradley,TN,Passenger,1,0,1,0,1,100
February,28,2021,Pacific,WA,Passenger,37,38,75,15822,15897,0.47
February,28,2021,Shelby,OH,Passenger,0,1,1,1,2,50
February,28,2021,Okanogan,WA,Passenger,56,35,91,26131,26222,0.35
February,28,2021,Okaloosa,FL,Passenger,0,1,1,130,131,0.76
February,28,2021,Duval,FL,Passenger,0,2,2,346,348,0.57
February,28,2021,Walla Walla,WA,Truck,0,0,0,13907,13907,0
February,28,2021,Grays Harbor,WA,Passenger,142,130,272,48797,49069,0.55
February,28,2021,DeKalb,IN,Passenger,1,0,1,0,1,100
February,28,2021,Suffolk,VA,Passenger,1,0,1,124,125,0.8
February,28,2021,Gwinnett,GA,Passenger,1,0,1,68,69,1.45
February,28,2021,Howard,MD,Passenger,0,1,1,62,63,1.59
February,28,2021,Douglas,WA,Passenger,86,46,132,28249,28381,0.47
February,28,2021,Riverside,CA,Passenger,4,1,5,581,586,0.85
February,28,2021,Sacramento,CA,Passenger,2,0,2,232,234,0.85
February,28,2021,Okanogan,WA,Truck,0,0,0,16631,16631,0
February,28,2021,Stevens,WA,Truck,0,0,0,18720,18720,0
February,28,2021,El Dorado,CA,Passenger,1,0,1,32,33,3.03
February,28,2021,Harris,TX,Passenger,1,1,2,204,206,0.97
February,28,2021,Plaquemines,LA,Passenger,0,1,1,14,15,6.67
February,28,2021,Flathead,MT,Passenger,1,0,1,46,47,2.13
February,28,2021,Nueces,TX,Passenger,1,0,1,79,80,1.25
February,28,2021,Kitsap,WA,Passenger,1642,777,2419,179346,181765,1.33
February,28,2021,Howard,IN,Passenger,0,1,1,3,4,25
February,28,2021,Fort Bend,TX,Passenger,1,0,1,40,41,2.44
February,28,2021,Powhatan,VA,Passenger,1,0,1,1,2,50
February,28,2021,Bexar,TX,Passenger,4,5,9,554,563,1.6
February,28,2021,Orange,CA,Passenger,4,3,7,436,443,1.58
February,28,2021,Whatcom,WA,Passenger,1277,572,1849,150039,151888,1.22
February,28,2021,Houston,GA,Passenger,1,0,1,50,51,1.96
February,28,2021,Fairfax,VA,Passenger,4,4,8,694,702,1.14
February,28,2021,Ventura,CA,Passenger,1,1,2,266,268,0.75
February,28,2021,Island,WA,Truck,0,0,0,21432,21432,0
February,28,2021,Nassau,NY,Passenger,4,0,4,27,31,12.9
February,28,2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
February,28,2021,Klickitat,WA,Passenger,65,45,110,14999,15109,0.73
February,28,2021,Yakima,WA,Truck,0,0,0,61147,61147,0
February,28,2021,Jefferson,WA,Truck,0,0,0,9576,9576,0
February,28,2021,San Mateo,CA,Passenger,1,1,2,103,105,1.9
February,28,2021,San Juan,WA,Passenger,383,118,501,14058,14559,3.44
February,28,2021,Travis,TX,Passenger,2,3,5,160,165,3.03
February,28,2021,Multnomah,OR,Passenger,3,5,8,665,673,1.19
February,28,2021,Skamania,WA,Passenger,37,24,61,8292,8353,0.73
February,28,2021,Queens,NY,Passenger,2,0,2,49,51,3.92
February,28,2021,Chelan,WA,Truck,0,0,0,22878,22878,0
February,28,2021,,,Passenger,7,7,14,974,988,1.42
February,28,2021,Honolulu,HI,Passenger,5,2,7,409,416,1.68
February,28,2021,Walla Walla,WA,Passenger,105,69,174,36134,36308,0.48
February,28,2021,Whitman,WA,Passenger,53,46,99,21854,21953,0.45
February,28,2021,Washington,OR,Passenger,1,0,1,399,400,0.25
February,28,2021,Bartow,GA,Passenger,0,1,1,4,5,20
February,28,2021,Thurston,WA,Passenger,1383,811,2194,197237,199431,1.1
February,28,2021,Rockingham,NH,Passenger,1,0,1,22,23,4.35
February,28,2021,Anchorage,AK,Passenger,1,0,1,140,141,0.71
February,28,2021,Owyhee,ID,Passenger,1,0,1,3,4,25
February,28,2021,Anne Arundel,MD,Passenger,3,1,4,395,399,1
February,28,2021,Denver,CO,Passenger,1,0,1,114,115,0.87
February,28,2021,Larimer,CO,Passenger,1,0,1,53,54,1.85
February,28,2021,Charleston,SC,Passenger,2,0,2,83,85,2.35
February,28,2021,St. Clair,IL,Passenger,1,0,1,137,138,0.72
February,28,2021,Placer,CA,Passenger,2,0,2,79,81,2.47
February,28,2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
February,28,2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
February,28,2021,Jones,GA,Passenger,1,0,1,1,2,50
February,28,2021,Nassau,FL,Passenger,1,0,1,33,34,2.94
February,28,2021,Fairbanks North Star,AK,Passenger,0,1,1,86,87,1.15
February,28,2021,Prince William,VA,Passenger,1,1,2,212,214,0.93
February,28,2021,Clallam,WA,Truck,1,0,1,21901,21902,0
February,28,2021,Skagit,WA,Passenger,535,247,782,91350,92132,0.85
February,28,2021,Klamath,OR,Passenger,1,0,1,29,30,3.33
February,28,2021,Maui,HI,Passenger,1,0,1,27,28,3.57
February,28,2021,Kauai,HI,Passenger,1,0,1,15,16,6.25
February,28,2021,Yakima,WA,Passenger,184,135,319,167503,167822,0.19
February,28,2021,Ulster,NY,Passenger,1,0,1,7,8,12.5
February,28,2021,Goochland,VA,Passenger,4,3,7,237,244,2.87
February,28,2021,Santa Clara,CA,Passenger,7,2,9,263,272,3.31
February,28,2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
February,28,2021,Whatcom,WA,Truck,3,0,3,43636,43639,0.01
February,28,2021,Alexandria,VA,Passenger,2,0,2,133,135,1.48
February,28,2021,Whitman,WA,Truck,0,0,0,8514,8514,0
February,28,2021,Fresno,CA,Passenger,1,0,1,169,170,0.59
February,28,2021,Lake,IL,Passenger,2,0,2,152,154,1.3
February,28,2021,Clark,NV,Passenger,4,2,6,646,652,0.92
February,28,2021,Los Angeles,CA,Passenger,10,10,20,917,937,2.13
February,28,2021,Philadelphia,PA,Passenger,1,0,1,56,57,1.75
February,28,2021,Salt Lake,UT,Passenger,0,1,1,171,172,0.58
February,28,2021,Snohomish,WA,Truck,1,0,1,125733,125734,0
February,28,2021,Kern,CA,Passenger,0,1,1,217,218,0.46
February,28,2021,Adams,WA,Truck,0,0,0,5344,5344,0
February,28,2021,Kitsap,WA,Truck,0,0,0,54278,54278,0
February,28,2021,Fulton,GA,Passenger,0,2,2,85,87,2.3
February,28,2021,Douglas,CO,Passenger,0,1,1,76,77,1.3
February,28,2021,Arlington,VA,Passenger,0,1,1,138,139,0.72
February,28,2021,Dallas,TX,Passenger,1,0,1,166,167,0.6
February,28,2021,Kittitas,WA,Truck,0,0,0,14694,14694,0
February,28,2021,Stevens,WA,Passenger,38,42,80,30228,30308,0.26
February,28,2021,New London,CT,Passenger,1,2,3,225,228,1.32
February,28,2021,Pacific,WA,Truck,0,0,0,7828,7828,0
February,28,2021,Skagit,WA,Truck,1,0,1,32853,32854,0
February,28,2021,Deschutes,OR,Passenger,1,0,1,119,120,0.83
February,28,2021,Richland,SC,Passenger,0,1,1,139,140,0.71
February,28,2021,Stafford,VA,Passenger,2,1,3,95,98,3.06
February,28,2021,Cumberland,NC,Passenger,0,2,2,440,442,0.45
February,28,2021,Collin,TX,Passenger,1,1,2,115,117,1.71
February,28,2021,New Haven,CT,Passenger,0,2,2,33,35,5.71
February,28,2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
February,28,2021,Clallam,WA,Passenger,282,195,477,49992,50469,0.95
February,28,2021,Oldham,KY,Passenger,0,1,1,4,5,20
February,28,2021,Frederick,MD,Passenger,1,1,2,68,70,2.86
February,28,2021,St. Mary's,MD,Passenger,1,0,1,212,213,0.47
February,28,2021,Spokane,WA,Truck,0,0,0,101004,101004,0
February,28,2021,Asotin,WA,Passenger,17,14,31,12486,12517,0.25
February,28,2021,Ray,MO,Passenger,0,1,1,1,2,50
February,28,2021,Lincoln,WA,Passenger,6,13,19,7648,7667,0.25
February,28,2021,Virginia Beach,VA,Passenger,3,0,3,624,627,0.48
February,28,2021,St. Louis,MO,Passenger,1,0,1,91,92,1.09
February,28,2021,Pend Oreille,WA,Truck,0,0,0,5722,5722,0
February,28,2021,Contra Costa,CA,Passenger,3,3,6,279,285,2.11
February,28,2021,El Paso,CO,Passenger,2,0,2,686,688,0.29
February,28,2021,Clackamas,OR,Passenger,3,0,3,175,178,1.69
February,28,2021,Orange,FL,Passenger,1,0,1,111,112,0.89
February,28,2021,Columbia,WA,Passenger,5,4,9,2453,2462,0.37
February,28,2021,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
February,28,2021,Putnam,TN,Passenger,0,1,1,2,3,33.33
February,28,2021,Carroll,MD,Passenger,0,1,1,20,21,4.76
February,28,2021,Boone,MO,Passenger,0,1,1,10,11,9.09
February,28,2021,Clark,WA,Truck,0,0,0,83537,83537,0
February,28,2021,Chelan,WA,Passenger,301,88,389,54492,54881,0.71
February,28,2021,Adams,WA,Passenger,10,6,16,12975,12991,0.12
February,28,2021,Pima,AZ,Passenger,2,1,3,306,309,0.97
February,28,2021,Kent,MI,Passenger,0,1,1,25,26,3.85
February,28,2021,Klickitat,WA,Truck,0,0,0,8118,8118,0
February,28,2021,Montgomery,PA,Passenger,1,0,1,25,26,3.85
February,28,2021,Asotin,WA,Truck,0,0,0,6696,6696,0
February,28,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
February,28,2021,Williams,ND,Passenger,0,1,1,10,11,9.09
February,28,2021,Skamania,WA,Truck,0,0,0,4030,4030,0
February,28,2021,Hawaii,HI,Passenger,1,0,1,49,50,2
February,28,2021,Snohomish,WA,Passenger,5270,1894,7164,538252,545416,1.31
February,28,2021,Carson City,NV,Passenger,1,0,1,12,13,7.69
February,28,2021,Alameda,CA,Passenger,3,0,3,253,256,1.17
February,28,2021,Mason,WA,Passenger,177,135,312,47649,47961,0.65
February,28,2021,Pend Oreille,WA,Passenger,12,4,16,9194,9210,0.17
February,28,2021,Greene,MO,Passenger,0,1,1,31,32,3.12
February,28,2021,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
February,28,2021,Ferry,WA,Truck,0,0,0,3625,3625,0
February,28,2021,Cowlitz,WA,Passenger,194,130,324,71935,72259,0.45
February,28,2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
February,28,2021,Milwaukee,WI,Passenger,1,0,1,40,41,2.44
February,28,2021,Sevier,AR,Passenger,0,1,1,0,1,100
February,28,2021,Grays Harbor,WA,Truck,0,0,0,21251,21251,0
February,28,2021,Leavenworth,KS,Passenger,0,1,1,120,121,0.83
February,28,2021,San Juan,WA,Truck,0,0,0,5867,5867,0
February,28,2021,Pierce,WA,Truck,0,0,0,145031,145031,0
February,28,2021,Middlesex,MA,Passenger,1,1,2,94,96,2.08
February,28,2021,DeKalb,GA,Passenger,1,0,1,65,66,1.52
February,28,2021,San Diego,CA,Passenger,13,5,18,2662,2680,0.67
February,28,2021,Douglas,NE,Passenger,1,1,2,50,52,3.85
February,28,2021,Pennington,SD,Passenger,1,0,1,34,35,2.86
February,28,2021,Washington,MD,Passenger,1,0,1,11,12,8.33
February,28,2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99
February,28,2021,Cape May,NJ,Passenger,0,1,1,9,10,10
February,28,2021,Broward,FL,Passenger,2,0,2,107,109,1.83
February,28,2021,Penobscot,ME,Passenger,0,1,1,10,11,9.09
February,28,2021,Cowlitz,WA,Truck,0,0,0,28976,28976,0
February,28,2021,Harnett,NC,Passenger,1,0,1,180,181,0.55
February,28,2021,DuPage,IL,Passenger,2,0,2,54,56,3.57
February,28,2021,Douglas,WA,Truck,0,0,0,12517,12517,0
February,28,2021,Lee,FL,Passenger,1,0,1,39,40,2.5
February,28,2021,Garfield,WA,Passenger,0,2,2,1356,1358,0.15
February,28,2021,Maricopa,AZ,Passenger,5,5,10,1265,1275,0.78
February,28,2021,Monterey,CA,Passenger,0,1,1,149,150,0.67
February,28,2021,Mason,WA,Truck,0,0,0,21053,21053,0
February,28,2021,Solano,CA,Passenger,1,0,1,195,196,0.51
February,28,2021,Loudoun,VA,Passenger,1,0,1,72,73,1.37
February,28,2021,Harrison,MS,Passenger,2,0,2,54,56,3.57
February,28,2021,Montgomery,TX,Passenger,1,0,1,45,46,2.17
February,28,2021,Garfield,WA,Truck,0,0,0,1006,1006,0
February,28,2021,New York,NY,Passenger,1,0,1,51,52,1.92
February,28,2021,Pierce,WA,Passenger,3029,1810,4839,555482,560321,0.86
February,28,2021,Benton,WA,Passenger,460,362,822,135084,135906,0.6
February,28,2021,Pinellas,FL,Passenger,1,1,2,97,99,2.02
February,28,2021,Franklin,WA,Passenger,92,87,179,61606,61785,0.29
February,28,2021,Richmond,GA,Passenger,0,1,1,78,79,1.27
February,28,2021,Utah,UT,Passenger,0,1,1,123,124,0.81
February,28,2021,Camden,NJ,Passenger,0,1,1,16,17,5.88
February,28,2021,Lincoln,WA,Truck,0,0,0,4689,4689,0
February,28,2021,Arapahoe,CO,Passenger,1,0,1,118,119,0.84
February,28,2021,Platte,MO,Passenger,1,0,1,18,19,5.26
February,28,2021,Calvert,MD,Passenger,0,2,2,85,87,2.3
February,28,2021,Clark,WA,Passenger,2505,1245,3750,318957,322707,1.16
February,28,2021,Monroe,IL,Passenger,1,0,1,3,4,25
February,28,2021,Polk,FL,Passenger,1,0,1,53,54,1.85
February,28,2021,Benton,WA,Truck,0,0,0,43381,43381,0
February,28,2021,Jefferson,WA,Passenger,295,168,463,24790,25253,1.83
February,28,2021,Lake,FL,Passenger,1,0,1,21,22,4.55
February,28,2021,King,WA,Passenger,28230,8448,36678,1364916,1401594,2.62
February,28,2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
February,28,2021,Montgomery,MD,Passenger,1,0,1,228,229,0.44
February,28,2021,Chesapeake,VA,Passenger,0,3,3,399,402,0.75
February,28,2021,Lewis,WA,Passenger,127,132,259,58860,59119,0.44
February,28,2021,Grant,WA,Truck,0,0,0,27662,27662,0
February,28,2021,Ferry,WA,Passenger,10,3,13,4332,4345,0.3
January,31,2021,Asotin,WA,Truck,0,0,0,6690,6690,0
January,31,2021,Mason,WA,Passenger,179,137,316,47690,48006,0.66
January,31,2021,Whitman,WA,Truck,0,0,0,8512,8512,0
January,31,2021,Adams,WA,Truck,0,0,0,5347,5347,0
January,31,2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
January,31,2021,Virginia Beach,VA,Passenger,3,0,3,628,631,0.48
January,31,2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99
January,31,2021,San Juan,WA,Passenger,377,113,490,14023,14513,3.38
January,31,2021,El Paso,TX,Passenger,3,0,3,388,391,0.77
January,31,2021,Norfolk,VA,Passenger,2,3,5,335,340,1.47
January,31,2021,Missoula,MT,Passenger,1,0,1,64,65,1.54
January,31,2021,Lee,FL,Passenger,1,0,1,42,43,2.33
January,31,2021,Skamania,WA,Passenger,34,23,57,8339,8396,0.68
January,31,2021,Los Angeles,CA,Passenger,10,11,21,927,948,2.22
January,31,2021,Grays Harbor,WA,Passenger,133,126,259,48779,49038,0.53
January,31,2021,Albemarle,VA,Passenger,1,0,1,21,22,4.55
January,31,2021,Harrison,MS,Passenger,2,0,2,52,54,3.7
January,31,2021,Pierce,WA,Passenger,2963,1790,4753,555715,560468,0.85
January,31,2021,St. Clair,IL,Passenger,1,0,1,135,136,0.74
January,31,2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
January,31,2021,Yakima,WA,Passenger,178,129,307,167569,167876,0.18
January,31,2021,Anchorage,AK,Passenger,1,0,1,143,144,0.69
January,31,2021,Bexar,TX,Passenger,3,5,8,562,570,1.4
January,31,2021,Sedgwick,KS,Passenger,1,1,2,89,91,2.2
January,31,2021,Jefferson,NY,Passenger,0,1,1,211,212,0.47
January,31,2021,Contra Costa,CA,Passenger,3,3,6,278,284,2.11
January,31,2021,Moore,NC,Passenger,0,1,1,141,142,0.7
January,31,2021,Wahkiakum,WA,Truck,0,0,0,1769,1769,0
January,31,2021,Grant,WA,Truck,0,0,0,27594,27594,0
January,31,2021,Deschutes,OR,Passenger,1,0,1,119,120,0.83
January,31,2021,Hamilton,IN,Passenger,2,0,2,34,36,5.56
January,31,2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
January,31,2021,Snohomish,WA,Passenger,5177,1876,7053,538376,545429,1.29
January,31,2021,Santa Clara,CA,Passenger,7,2,9,263,272,3.31
January,31,2021,Adams,WA,Passenger,10,6,16,12971,12987,0.12
January,31,2021,Harris,TX,Passenger,1,1,2,209,211,0.95
January,31,2021,Orange,FL,Passenger,1,0,1,112,113,0.88
January,31,2021,Nassau,NY,Passenger,4,0,4,27,31,12.9
January,31,2021,Boulder,CO,Passenger,0,1,1,43,44,2.27
January,31,2021,Grays Harbor,WA,Truck,0,0,0,21244,21244,0
January,31,2021,DeKalb,GA,Passenger,1,0,1,64,65,1.54
January,31,2021,Cowlitz,WA,Truck,0,0,0,28973,28973,0
January,31,2021,Montgomery,OH,Passenger,0,1,1,53,54,1.85
January,31,2021,Pinellas,FL,Passenger,1,1,2,96,98,2.04
January,31,2021,Riverside,CA,Passenger,4,1,5,582,587,0.85
January,31,2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
January,31,2021,Frederick,MD,Passenger,1,1,2,69,71,2.82
January,31,2021,Charles,MD,Passenger,1,1,2,72,74,2.7
January,31,2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35
January,31,2021,Cowlitz,WA,Passenger,188,129,317,72162,72479,0.44
January,31,2021,Anne Arundel,MD,Passenger,3,1,4,400,404,0.99
January,31,2021,Garfield,WA,Truck,0,0,0,1003,1003,0
January,31,2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
January,31,2021,Hennepin,MN,Passenger,2,0,2,79,81,2.47
January,31,2021,Montgomery,MD,Passenger,1,0,1,226,227,0.44
January,31,2021,Okanogan,WA,Truck,0,0,0,16594,16594,0
January,31,2021,Jefferson,WA,Truck,0,0,0,9597,9597,0
January,31,2021,Williams,ND,Passenger,0,1,1,10,11,9.09
January,31,2021,Placer,CA,Passenger,2,0,2,81,83,2.41
January,31,2021,El Paso,CO,Passenger,2,0,2,689,691,0.29
January,31,2021,Dallas,TX,Passenger,1,0,1,166,167,0.6
January,31,2021,Oldham,KY,Passenger,0,1,1,4,5,20
January,31,2021,Houston,GA,Passenger,1,0,1,52,53,1.89
January,31,2021,Klamath,OR,Passenger,1,0,1,30,31,3.23
January,31,2021,Juneau,AK,Passenger,0,1,1,25,26,3.85
January,31,2021,Flathead,MT,Passenger,1,0,1,48,49,2.04
January,31,2021,Stevens,WA,Truck,0,0,0,18751,18751,0
January,31,2021,Sevier,AR,Passenger,0,1,1,0,1,100
January,31,2021,King,WA,Truck,6,1,7,184346,184353,0
January,31,2021,Lewis,WA,Truck,0,0,0,26714,26714,0
January,31,2021,Suffolk,MA,Passenger,0,2,2,30,32,6.25
January,31,2021,Palm Beach,FL,Passenger,0,1,1,72,73,1.37
January,31,2021,,,Passenger,8,7,15,973,988,1.52
January,31,2021,Klickitat,WA,Passenger,63,43,106,14989,15095,0.7
January,31,2021,Nueces,TX,Passenger,1,0,1,81,82,1.22
January,31,2021,Greene,MO,Passenger,0,1,1,32,33,3.03
January,31,2021,Washoe,NV,Passenger,1,0,1,99,100,1
January,31,2021,Travis,TX,Passenger,2,3,5,162,167,2.99
January,31,2021,Clallam,WA,Passenger,281,190,471,49972,50443,0.93
January,31,2021,Thurston,WA,Truck,0,0,0,56449,56449,0
January,31,2021,St. Mary's,MD,Passenger,1,0,1,213,214,0.47
January,31,2021,Shelby,OH,Passenger,0,1,1,1,2,50
January,31,2021,Alexandria,VA,Passenger,2,0,2,133,135,1.48
January,31,2021,Bradley,TN,Passenger,1,0,1,0,1,100
January,31,2021,Pima,AZ,Passenger,2,1,3,309,312,0.96
January,31,2021,Walla Walla,WA,Truck,0,0,0,13897,13897,0
January,31,2021,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
January,31,2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
January,31,2021,Clallam,WA,Truck,1,0,1,21869,21870,0
January,31,2021,Pacific,WA,Truck,0,0,0,7802,7802,0
January,31,2021,Carroll,MD,Passenger,0,1,1,20,21,4.76
January,31,2021,Morris,NJ,Passenger,1,0,1,16,17,5.88
January,31,2021,Mason,WA,Truck,0,0,0,21024,21024,0
January,31,2021,Camden,NJ,Passenger,0,1,1,18,19,5.26
January,31,2021,Lewis,WA,Passenger,126,131,257,58904,59161,0.43
January,31,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
January,31,2021,Prince William,VA,Passenger,1,1,2,216,218,0.92
January,31,2021,Whatcom,WA,Truck,3,0,3,43603,43606,0.01
January,31,2021,Whitman,WA,Passenger,51,46,97,21847,21944,0.44
January,31,2021,Stafford,VA,Passenger,2,1,3,94,97,3.09
January,31,2021,Ferry,WA,Truck,0,0,0,3606,3606,0
January,31,2021,Ventura,CA,Passenger,1,1,2,268,270,0.74
January,31,2021,Island,WA,Passenger,527,294,821,62983,63804,1.29
January,31,2021,Platte,MO,Passenger,1,0,1,18,19,5.26
January,31,2021,Pend Oreille,WA,Passenger,12,3,15,9181,9196,0.16
January,31,2021,Powhatan,VA,Passenger,1,0,1,1,2,50
January,31,2021,Asotin,WA,Passenger,16,13,29,12441,12470,0.23
January,31,2021,Collin,TX,Passenger,1,1,2,115,117,1.71
January,31,2021,Okanogan,WA,Passenger,56,36,92,26138,26230,0.35
January,31,2021,Salt Lake,UT,Passenger,0,1,1,172,173,0.58
January,31,2021,Okaloosa,FL,Passenger,0,1,1,133,134,0.75
January,31,2021,Larimer,CO,Passenger,1,0,1,52,53,1.89
January,31,2021,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
January,31,2021,Leavenworth,KS,Passenger,0,1,1,121,122,0.82
January,31,2021,Richmond,GA,Passenger,0,1,1,77,78,1.28
January,31,2021,Columbia,WA,Passenger,5,3,8,2452,2460,0.33
January,31,2021,Vigo,IN,Passenger,1,0,1,6,7,14.29
January,31,2021,San Francisco,CA,Passenger,1,1,2,89,91,2.2
January,31,2021,Spokane,WA,Passenger,910,551,1461,320997,322458,0.45
January,31,2021,Philadelphia,PA,Passenger,1,0,1,58,59,1.69
January,31,2021,Lincoln,WA,Truck,0,0,0,4693,4693,0
January,31,2021,Clark,NV,Passenger,4,2,6,644,650,0.92
January,31,2021,Rogers,OK,Passenger,1,0,1,4,5,20
January,31,2021,Monterey,CA,Passenger,0,1,1,150,151,0.66
January,31,2021,DuPage,IL,Passenger,2,0,2,54,56,3.57
January,31,2021,Jones,GA,Passenger,1,0,1,1,2,50
January,31,2021,Garfield,WA,Passenger,0,2,2,1362,1364,0.15
January,31,2021,Douglas,WA,Truck,0,0,0,12505,12505,0
January,31,2021,Alameda,CA,Passenger,3,0,3,259,262,1.15
January,31,2021,Fort Bend,TX,Passenger,1,0,1,42,43,2.33
January,31,2021,Stevens,WA,Passenger,37,40,77,30273,30350,0.25
January,31,2021,Lake,IL,Passenger,2,0,2,158,160,1.25
January,31,2021,Grant,WA,Passenger,87,84,171,66105,66276,0.26
January,31,2021,San Juan,WA,Truck,0,0,0,5867,5867,0
January,31,2021,Skagit,WA,Passenger,517,243,760,91439,92199,0.82
January,31,2021,Dakota,MN,Passenger,0,1,1,26,27,3.7
January,31,2021,Utah,UT,Passenger,0,1,1,124,125,0.8
January,31,2021,Polk,FL,Passenger,1,0,1,55,56,1.79
January,31,2021,Clark,WA,Passenger,2459,1211,3670,319410,323080,1.14
January,31,2021,Tulsa,OK,Passenger,1,1,2,39,41,4.88
January,31,2021,Pend Oreille,WA,Truck,0,0,0,5717,5717,0
January,31,2021,Benton,WA,Passenger,453,358,811,135157,135968,0.6
January,31,2021,Kittitas,WA,Truck,0,0,0,14675,14675,0
January,31,2021,Charleston,SC,Passenger,2,0,2,85,87,2.3
January,31,2021,Saginaw,MI,Passenger,2,0,2,9,11,18.18
January,31,2021,Thurston,WA,Passenger,1350,796,2146,197459,199605,1.08
January,31,2021,New York,NY,Passenger,1,0,1,52,53,1.89
January,31,2021,San Mateo,CA,Passenger,1,1,2,106,108,1.85
January,31,2021,Yakima,WA,Truck,0,0,0,61081,61081,0
January,31,2021,Pierce,WA,Truck,0,0,0,144891,144891,0
January,31,2021,Hudson,NJ,Passenger,1,0,1,40,41,2.44
January,31,2021,Kings,NY,Passenger,1,0,1,62,63,1.59
January,31,2021,Howard,MD,Passenger,0,1,1,63,64,1.56
January,31,2021,Fulton,GA,Passenger,0,2,2,86,88,2.27
January,31,2021,Kent,MI,Passenger,0,1,1,23,24,4.17
January,31,2021,Suffolk,VA,Passenger,1,0,1,124,125,0.8
January,31,2021,St. Louis,MO,Passenger,1,0,1,95,96,1.04
January,31,2021,Benton,WA,Truck,0,0,0,43331,43331,0
January,31,2021,Middlesex,MA,Passenger,1,1,2,91,93,2.15
January,31,2021,Richland,SC,Passenger,0,1,1,140,141,0.71
January,31,2021,Franklin,WA,Truck,0,0,0,20491,20491,0
January,31,2021,Fairfax,VA,Passenger,4,3,7,696,703,1
January,31,2021,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
January,31,2021,Owyhee,ID,Passenger,1,0,1,3,4,25
January,31,2021,Goochland,VA,Passenger,4,3,7,240,247,2.83
January,31,2021,Milwaukee,WI,Passenger,1,0,1,39,40,2.5
January,31,2021,Kitsap,WA,Passenger,1607,765,2372,179318,181690,1.31
January,31,2021,Lincoln,WA,Passenger,6,12,18,7632,7650,0.24
January,31,2021,Denver,CO,Passenger,1,0,1,116,117,0.85
January,31,2021,Whatcom,WA,Passenger,1253,564,1817,150089,151906,1.2
January,31,2021,Klickitat,WA,Truck,0,0,0,8117,8117,0
January,31,2021,Kern,CA,Passenger,0,1,1,214,215,0.47
January,31,2021,Lake,FL,Passenger,1,0,1,21,22,4.55
January,31,2021,Boone,MO,Passenger,0,1,1,10,11,9.09
January,31,2021,Chelan,WA,Truck,0,0,0,22844,22844,0
January,31,2021,Sacramento,CA,Passenger,2,0,2,232,234,0.85
January,31,2021,Sarasota,FL,Passenger,2,0,2,25,27,7.41
January,31,2021,Orange,CA,Passenger,4,3,7,440,447,1.57
January,31,2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92
January,31,2021,Putnam,TN,Passenger,0,1,1,2,3,33.33
January,31,2021,Cascade,MT,Passenger,0,1,1,54,55,1.82
January,31,2021,Skamania,WA,Truck,0,0,0,4017,4017,0
January,31,2021,Fresno,CA,Passenger,1,0,1,170,171,0.58
January,31,2021,Franklin,WA,Passenger,89,85,174,61500,61674,0.28
January,31,2021,Walla Walla,WA,Passenger,103,68,171,36164,36335,0.47
January,31,2021,New Haven,CT,Passenger,0,2,2,35,37,5.41
January,31,2021,Calvert,MD,Passenger,0,2,2,85,87,2.3
January,31,2021,Clark,WA,Truck,0,0,0,83564,83564,0
January,31,2021,Douglas,NE,Passenger,1,1,2,51,53,3.77
January,31,2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
January,31,2021,Skagit,WA,Truck,1,0,1,32861,32862,0
January,31,2021,Gwinnett,GA,Passenger,1,0,1,66,67,1.49
January,31,2021,Plaquemines,LA,Passenger,0,1,1,14,15,6.67
January,31,2021,Snohomish,WA,Truck,1,0,1,125692,125693,0
