,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
349,April,2018,Klickitat,WA,Passenger,24,29,53,15050,15103,0.35,Washington
350,April,2018,Palm Beach,FL,Passenger,0,1,1,87,88,1.14,Furthest
351,April,2018,Madison,ID,Passenger,1,0,1,37,38,2.63,Nearest
352,April,2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19,Furthest
353,April,2018,Caddo,LA,Passenger,0,1,1,22,23,4.35,Mid-Distance
354,April,2018,Frederick,MD,Passenger,0,1,1,86,87,1.15,Furthest
355,April,2018,King,WA,Truck,7,1,8,183356,183364,0.0,Washington
356,April,2018,Orange,CA,Passenger,3,1,4,568,572,0.7,Nearest
357,April,2018,King,WA,Passenger,12284,5290,17574,1368427,1386001,1.27,Washington
358,April,2018,District of Columbia,DC,Passenger,0,3,3,192,195,1.54,Furthest
359,April,2018,Island,WA,Passenger,184,177,361,62281,62642,0.58,Washington
360,April,2018,Pierce,WA,Truck,0,0,0,137364,137364,0.0,Washington
361,April,2018,Jefferson,WA,Truck,0,0,0,9525,9525,0.0,Washington
362,April,2018,Ramsey,MN,Passenger,1,0,1,39,40,2.5,Mid-Distance
363,April,2018,Kittitas,WA,Truck,0,0,0,13993,13993,0.0,Washington
364,April,2018,Nassau,NY,Passenger,1,0,1,37,38,2.63,Furthest
366,April,2018,Skagit,WA,Truck,1,0,1,31980,31981,0.0,Washington
367,April,2018,Okanogan,WA,Passenger,8,19,27,25823,25850,0.1,Washington
368,April,2018,Clay,FL,Passenger,0,1,1,100,101,0.99,Furthest
369,April,2018,Lincoln,WA,Passenger,2,6,8,7613,7621,0.1,Washington
370,April,2018,DuPage,IL,Passenger,1,0,1,63,64,1.56,Mid-Distance
371,April,2018,Okanogan,WA,Truck,0,0,0,16350,16350,0.0,Washington
372,April,2018,Alameda,CA,Passenger,0,1,1,352,353,0.28,Nearest
373,April,2018,Saratoga,NY,Passenger,1,1,2,66,68,2.94,Furthest
374,April,2018,Orange,FL,Passenger,2,1,3,169,172,1.74,Furthest
375,April,2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08,Furthest
376,April,2018,Portsmouth,VA,Passenger,0,1,1,73,74,1.35,Furthest
377,April,2018,Juneau,AK,Passenger,0,1,1,46,47,2.13,Nearest
378,April,2018,Maui,HI,Passenger,1,0,1,58,59,1.69,Nearest
379,April,2018,Cook,IL,Passenger,1,0,1,271,272,0.37,Mid-Distance
380,April,2018,Grant,WA,Truck,0,0,0,25855,25855,0.0,Washington
381,April,2018,Chelan,WA,Truck,0,0,0,21764,21764,0.0,Washington
382,April,2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78,Furthest
383,April,2018,Dale,AL,Passenger,0,1,1,63,64,1.56,Furthest
384,April,2018,Contra Costa,CA,Passenger,0,1,1,461,462,0.22,Nearest
385,April,2018,Clark,WA,Truck,0,0,0,78735,78735,0.0,Washington
386,April,2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest
387,April,2018,Jefferson,WA,Passenger,134,88,222,24353,24575,0.9,Washington
388,April,2019,Pierce,WA,Passenger,1692,1486,3178,540913,544091,0.58,Washington
389,April,2019,New London,CT,Passenger,0,2,2,250,252,0.79,Furthest
390,April,2019,Clark,WA,Truck,0,0,0,80105,80105,0.0,Washington
391,April,2019,Grant,WA,Truck,0,0,0,26430,26430,0.0,Washington
392,April,2019,Anne Arundel,MD,Passenger,0,2,2,448,450,0.44,Furthest
393,April,2019,Wahkiakum,WA,Truck,0,0,0,1733,1733,0.0,Washington
394,April,2019,Travis,TX,Passenger,2,1,3,196,199,1.51,Mid-Distance
395,April,2019,Jefferson,NY,Passenger,0,2,2,219,221,0.9,Furthest
396,April,2019,Wahkiakum,WA,Passenger,1,1,2,3014,3016,0.07,Washington
397,April,2019,Hennepin,MN,Passenger,2,0,2,103,105,1.9,Mid-Distance
398,April,2019,Yakima,WA,Passenger,93,103,196,164616,164812,0.12,Washington
399,April,2019,Douglas,NE,Passenger,0,1,1,63,64,1.56,Mid-Distance
400,April,2019,Montgomery,PA,Passenger,2,0,2,38,40,5.0,Furthest
401,April,2019,Nueces,TX,Passenger,1,1,2,96,98,2.04,Mid-Distance
402,April,2019,Whitman,WA,Passenger,29,45,74,22711,22785,0.32,Washington
403,April,2019,Skamania,WA,Truck,0,0,0,4039,4039,0.0,Washington
404,April,2019,San Juan,PR,Passenger,0,1,1,3,4,25.0,Mid-Distance
405,April,2019,Benton,WA,Passenger,248,263,511,133307,133818,0.38,Washington
406,April,2019,Whitman,WA,Truck,0,0,0,8517,8517,0.0,Washington
407,April,2019,Manassas,VA,Passenger,0,1,1,8,9,11.11,Furthest
408,April,2019,Nantucket,MA,Passenger,1,0,1,3,4,25.0,Furthest
409,April,2019,Norfolk,VA,Passenger,2,2,4,352,356,1.12,Furthest
410,April,2019,Jefferson,WA,Passenger,187,118,305,24901,25206,1.21,Washington
411,April,2019,Walla Walla,WA,Passenger,46,57,103,36137,36240,0.28,Washington
412,April,2019,Lake,FL,Passenger,1,0,1,19,20,5.0,Furthest
413,April,2019,St. Clair,IL,Passenger,0,1,1,160,161,0.62,Mid-Distance
414,April,2019,Ramsey,MN,Passenger,1,0,1,43,44,2.27,Mid-Distance
415,April,2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67,Nearest
416,April,2019,San Mateo,CA,Passenger,2,1,3,122,125,2.4,Nearest
417,April,2019,Brevard,FL,Passenger,0,1,1,85,86,1.16,Furthest
418,April,2019,Cochise,AZ,Passenger,0,1,1,116,117,0.85,Nearest
419,April,2019,Pinal,AZ,Passenger,2,0,2,195,197,1.02,Nearest
420,April,2019,Chelan,WA,Truck,0,0,0,22173,22173,0.0,Washington
421,April,2019,Cape May,NJ,Passenger,0,1,1,17,18,5.56,Furthest
422,April,2019,Pierce,WA,Truck,0,0,0,139350,139350,0.0,Washington
423,April,2019,Columbia,WA,Passenger,2,2,4,2441,2445,0.16,Washington
424,April,2019,Honolulu,HI,Passenger,2,3,5,503,508,0.98,Nearest
425,April,2019,Charleston,SC,Passenger,1,0,1,119,120,0.83,Furthest
426,April,2019,Arlington,VA,Passenger,1,2,3,160,163,1.84,Furthest
427,April,2019,Dale,AL,Passenger,0,1,1,56,57,1.75,Furthest
428,April,2019,Yakima,WA,Truck,0,0,0,58948,58948,0.0,Washington
429,April,2019,Skamania,WA,Passenger,21,16,37,8713,8750,0.42,Washington
430,April,2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18,Furthest
431,April,2019,San Joaquin,CA,Passenger,1,0,1,133,134,0.75,Nearest
432,April,2019,Sedgwick,KS,Passenger,0,1,1,102,103,0.97,Mid-Distance
433,April,2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63,Furthest
434,April,2019,Bucks,PA,Passenger,1,0,1,17,18,5.56,Furthest
435,April,2019,Okanogan,WA,Passenger,20,22,42,26020,26062,0.16,Washington
436,April,2019,Garfield,WA,Truck,0,0,0,958,958,0.0,Washington
437,April,2019,Duval,FL,Passenger,1,2,3,382,385,0.78,Furthest
438,April,2019,Clark,WA,Passenger,1414,896,2310,312581,314891,0.73,Washington
439,April,2019,San Diego,CA,Passenger,10,3,13,2654,2667,0.49,Nearest
440,April,2019,Cowlitz,WA,Truck,0,0,0,28852,28852,0.0,Washington
441,April,2019,Ventura,CA,Passenger,0,2,2,311,313,0.64,Nearest
442,April,2019,Kern,CA,Passenger,0,1,1,225,226,0.44,Nearest
443,April,2019,Montgomery,MD,Passenger,1,0,1,272,273,0.37,Furthest
444,April,2019,Palm Beach,FL,Passenger,0,1,1,92,93,1.08,Furthest
445,April,2019,Caddo,LA,Passenger,0,1,1,23,24,4.17,Mid-Distance
446,April,2019,Charles,MD,Passenger,0,1,1,82,83,1.2,Furthest
447,April,2019,DeKalb,GA,Passenger,1,0,1,80,81,1.23,Furthest
448,April,2019,Alexandria,VA,Passenger,1,0,1,154,155,0.65,Furthest
449,April,2019,Multnomah,OR,Passenger,4,5,9,749,758,1.19,Nearest
450,April,2019,St. Lucie,FL,Passenger,1,0,1,30,31,3.23,Furthest
452,April,2019,Bexar,TX,Passenger,3,4,7,677,684,1.02,Mid-Distance
453,April,2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22,Furthest
454,April,2019,Shasta,CA,Passenger,1,0,1,40,41,2.44,Nearest
455,April,2019,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest
456,April,2019,Richmond,GA,Passenger,0,1,1,93,94,1.06,Furthest
457,April,2019,Los Angeles,CA,Passenger,8,5,13,1095,1108,1.17,Nearest
458,April,2019,Orange,CA,Passenger,6,1,7,529,536,1.31,Nearest
459,April,2019,Harnett,NC,Passenger,1,1,2,214,216,0.93,Furthest
460,April,2019,Asotin,WA,Passenger,12,8,20,12659,12679,0.16,Washington
461,April,2019,Cascade,MT,Passenger,0,1,1,58,59,1.69,Nearest
462,April,2019,King,WA,Passenger,18277,6871,25148,1384099,1409247,1.78,Washington
463,April,2019,Whatcom,WA,Truck,2,0,2,42771,42773,0.0,Washington
464,April,2019,Whatcom,WA,Passenger,823,394,1217,150081,151298,0.8,Washington
465,April,2019,Santa Rosa,FL,Passenger,1,0,1,87,88,1.14,Furthest
466,April,2019,Deschutes,OR,Passenger,2,0,2,154,156,1.28,Nearest
467,April,2019,Santa Fe,NM,Passenger,0,1,1,40,41,2.44,Mid-Distance
468,April,2019,Broward,FL,Passenger,2,1,3,128,131,2.29,Furthest
469,April,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14,Furthest
470,April,2019,Douglas,WA,Truck,0,0,0,12176,12176,0.0,Washington
471,April,2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22,Mid-Distance
472,April,2019,Pacific,WA,Truck,0,0,0,7660,7660,0.0,Washington
473,April,2019,Chelan,WA,Passenger,147,66,213,54294,54507,0.39,Washington
474,April,2019,Pend Oreille,WA,Truck,0,0,0,5753,5753,0.0,Washington
475,April,2019,Dakota,MN,Passenger,0,2,2,36,38,5.26,Mid-Distance
476,April,2019,Grant,WA,Passenger,35,60,95,64382,64477,0.15,Washington
477,April,2019,Klickitat,WA,Passenger,33,33,66,15507,15573,0.42,Washington
478,April,2019,Fresno,CA,Passenger,1,0,1,187,188,0.53,Nearest
479,April,2019,Volusia,FL,Passenger,0,1,1,36,37,2.7,Furthest
480,April,2019,Walla Walla,WA,Truck,0,0,0,13603,13603,0.0,Washington
481,April,2019,Howard,MD,Passenger,0,1,1,77,78,1.28,Furthest
482,April,2019,Richland,SC,Passenger,0,1,1,161,162,0.62,Furthest
483,April,2019,Fairfax,VA,Passenger,3,2,5,781,786,0.64,Furthest
484,April,2019,Kitsap,WA,Passenger,1009,575,1584,180200,181784,0.87,Washington
485,April,2019,DuPage,IL,Passenger,1,0,1,60,61,1.64,Mid-Distance
486,April,2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17,Mid-Distance
487,April,2019,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19,Furthest
488,April,2019,Santa Clara,CA,Passenger,8,1,9,362,371,2.43,Nearest
489,April,2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,Furthest
490,April,2019,Kittitas,WA,Passenger,71,35,106,29489,29595,0.36,Washington
491,April,2019,Mason,WA,Truck,0,0,0,20326,20326,0.0,Washington
492,April,2019,Pend Oreille,WA,Passenger,4,5,9,9505,9514,0.09,Washington
493,April,2019,Franklin,MA,Passenger,0,1,1,1,2,50.0,Furthest
494,April,2019,Clay,FL,Passenger,0,1,1,87,88,1.14,Furthest
495,April,2019,Thurston,WA,Passenger,821,613,1434,196770,198204,0.72,Washington
496,April,2019,Saratoga,NY,Passenger,1,0,1,58,59,1.69,Furthest
497,April,2019,Tarrant,TX,Passenger,2,0,2,200,202,0.99,Mid-Distance
498,April,2019,Asotin,WA,Truck,0,0,0,6629,6629,0.0,Washington
499,April,2019,Berkshire,MA,Passenger,0,1,1,4,5,20.0,Furthest
500,April,2019,Spokane,WA,Truck,1,0,1,94382,94383,0.0,Washington
501,April,2019,Clallam,WA,Passenger,160,132,292,50458,50750,0.58,Washington
502,April,2019,Oldham,KY,Passenger,0,1,1,5,6,16.67,Furthest
503,April,2019,King,WA,Truck,5,1,6,181820,181826,0.0,Washington
504,April,2019,New Haven,CT,Passenger,0,2,2,49,51,3.92,Furthest
505,April,2019,El Paso,TX,Passenger,3,0,3,486,489,0.61,Mid-Distance
506,April,2019,Stevens,WA,Truck,0,0,0,18683,18683,0.0,Washington
507,April,2019,Klamath,OR,Passenger,1,0,1,38,39,2.56,Nearest
508,April,2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47,Furthest
509,April,2019,Thurston,WA,Truck,0,0,0,55024,55024,0.0,Washington
510,April,2019,Adams,WA,Passenger,5,6,11,12657,12668,0.09,Washington
511,April,2019,Ferry,WA,Passenger,4,2,6,4370,4376,0.14,Washington
512,April,2019,Washoe,NV,Passenger,2,0,2,110,112,1.79,Nearest
513,April,2019,Lee,AL,Passenger,1,0,1,35,36,2.78,Furthest
514,April,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67,Mid-Distance
515,April,2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7,Furthest
516,April,2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5,Nearest
517,April,2019,Harris,TX,Passenger,0,1,1,248,249,0.4,Mid-Distance
518,April,2019,Polk,FL,Passenger,1,0,1,65,66,1.52,Furthest
519,April,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69,Nearest
520,April,2019,Frederick,MD,Passenger,1,1,2,78,80,2.5,Furthest
521,April,2019,Benton,WA,Truck,0,0,0,41655,41655,0.0,Washington
522,April,2019,Lincoln,WA,Truck,0,0,0,4700,4700,0.0,Washington
523,April,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest
524,April,2019,Riverside,CA,Passenger,2,2,4,663,667,0.6,Nearest
525,April,2019,Calvert,MD,Passenger,0,2,2,86,88,2.27,Furthest
526,April,2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Furthest
527,April,2019,Contra Costa,CA,Passenger,2,2,4,389,393,1.02,Nearest
528,April,2019,Moore,NC,Passenger,0,1,1,181,182,0.55,Furthest
529,April,2019,San Juan,WA,Truck,0,0,0,5834,5834,0.0,Washington
530,April,2019,Larimer,CO,Passenger,1,0,1,58,59,1.69,Mid-Distance
531,April,2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29,Furthest
532,April,2019,Carson City,NV,Passenger,1,0,1,14,15,6.67,Nearest
533,April,2019,Grays Harbor,WA,Truck,0,0,0,20395,20395,0.0,Washington
534,April,2019,Middlesex,MA,Passenger,1,1,2,116,118,1.69,Furthest
535,April,2019,Klickitat,WA,Truck,0,0,0,8222,8222,0.0,Washington
536,April,2019,Ada,ID,Passenger,0,2,2,309,311,0.64,Nearest
537,April,2019,Williamson,TX,Passenger,0,1,1,143,144,0.69,Mid-Distance
538,April,2019,Maricopa,AZ,Passenger,6,2,8,1537,1545,0.52,Nearest
539,April,2019,Okanogan,WA,Truck,0,0,0,16478,16478,0.0,Washington
540,April,2019,Prince George's,MD,Passenger,1,1,2,185,187,1.07,Furthest
541,April,2019,Flathead,MT,Passenger,1,0,1,60,61,1.64,Nearest
542,April,2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest
543,April,2019,Spokane,WA,Passenger,512,407,919,309575,310494,0.3,Washington
544,April,2019,Kent,MI,Passenger,0,1,1,22,23,4.35,Furthest
545,April,2019,Lee,FL,Passenger,1,0,1,53,54,1.85,Furthest
546,April,2019,Cowlitz,WA,Passenger,89,101,190,72747,72937,0.26,Washington
547,April,2019,Alameda,CA,Passenger,3,2,5,311,316,1.58,Nearest
548,April,2019,Mason,WA,Passenger,117,118,235,46864,47099,0.5,Washington
549,April,2019,Stevens,WA,Passenger,19,27,46,31638,31684,0.15,Washington
550,April,2019,Kootenai,ID,Passenger,1,1,2,215,217,0.92,Nearest
551,April,2019,Snohomish,WA,Truck,1,0,1,122012,122013,0.0,Washington
552,April,2019,Grays Harbor,WA,Passenger,70,84,154,47665,47819,0.32,Washington
553,April,2019,Prince William,VA,Passenger,1,4,5,257,262,1.91,Furthest
554,April,2019,Island,WA,Passenger,310,241,551,63255,63806,0.86,Washington
555,April,2019,Pacific,WA,Passenger,23,28,51,15922,15973,0.32,Washington
556,April,2019,Island,WA,Truck,0,0,0,21247,21247,0.0,Washington
557,April,2019,Pima,AZ,Passenger,1,1,2,398,400,0.5,Nearest
558,April,2019,Lewis,WA,Truck,0,0,0,25826,25826,0.0,Washington
559,April,2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63,Nearest
560,April,2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44,Furthest
561,April,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96,Furthest
562,April,2019,Lincoln,WA,Passenger,3,6,9,7756,7765,0.12,Washington
563,April,2019,Camden,NJ,Passenger,0,1,1,25,26,3.85,Furthest
564,April,2019,Franklin,WA,Truck,0,0,0,19218,19218,0.0,Washington
565,April,2019,Franklin,WA,Passenger,53,67,120,59469,59589,0.2,Washington
566,April,2019,Collin,TX,Passenger,1,1,2,132,134,1.49,Mid-Distance
567,April,2019,Marion,OR,Passenger,1,0,1,115,116,0.86,Nearest
568,April,2019,San Juan,WA,Passenger,204,69,273,14332,14605,1.87,Washington
569,April,2019,Shelby,TN,Passenger,0,1,1,94,95,1.05,Furthest
570,April,2019,Monroe,IL,Passenger,1,0,1,4,5,20.0,Mid-Distance
571,April,2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61,Nearest
572,April,2019,Wayne,MI,Passenger,0,1,1,69,70,1.43,Furthest
573,April,2019,Valencia,NM,Passenger,1,0,1,8,9,11.11,Mid-Distance
574,April,2019,Guadalupe,TX,Passenger,1,0,1,76,77,1.3,Mid-Distance
575,April,2019,Douglas,WA,Passenger,55,34,89,27972,28061,0.32,Washington
576,April,2019,Virginia Beach,VA,Passenger,1,1,2,702,704,0.28,Furthest
577,April,2019,Cumberland,NC,Passenger,0,2,2,507,509,0.39,Furthest
578,April,2019,Clark,NV,Passenger,3,2,5,690,695,0.72,Nearest
579,April,2019,Jefferson,WA,Truck,0,0,0,9652,9652,0.0,Washington
580,April,2019,Snohomish,WA,Passenger,3292,1539,4831,529161,533992,0.9,Washington
581,April,2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28,Mid-Distance
582,April,2019,Denver,CO,Passenger,1,0,1,130,131,0.76,Mid-Distance
583,April,2019,Montgomery,TX,Passenger,2,0,2,59,61,3.28,Mid-Distance
584,April,2019,Adams,WA,Truck,0,0,0,5104,5104,0.0,Washington
585,April,2019,Ferry,WA,Truck,0,0,0,3592,3592,0.0,Washington
586,April,2019,Skagit,WA,Passenger,292,197,489,91537,92026,0.53,Washington
587,April,2019,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest
588,April,2019,Clallam,WA,Truck,0,0,0,21681,21681,0.0,Washington
589,April,2019,Fulton,GA,Passenger,1,2,3,112,115,2.61,Furthest
590,April,2019,Carroll,NH,Passenger,0,1,1,2,3,33.33,Furthest
591,April,2019,Kitsap,WA,Truck,1,0,1,53874,53875,0.0,Washington
592,April,2019,Nassau,NY,Passenger,3,0,3,40,43,6.98,Furthest
593,April,2019,Lewis,WA,Passenger,95,91,186,58821,59007,0.32,Washington
594,April,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94,Furthest
595,April,2019,Kittitas,WA,Truck,0,0,0,14296,14296,0.0,Washington
596,April,2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35,Nearest
597,April,2019,Garfield,WA,Passenger,1,1,2,1298,1300,0.15,Washington
598,April,2019,Clackamas,OR,Passenger,1,1,2,206,208,0.96,Nearest
599,April,2019,Maui,HI,Passenger,1,0,1,47,48,2.08,Nearest
600,April,2019,Goochland,VA,Passenger,1,1,2,251,253,0.79,Furthest
601,April,2019,El Paso,CO,Passenger,3,2,5,751,756,0.66,Mid-Distance
602,April,2019,Skagit,WA,Truck,1,0,1,32325,32326,0.0,Washington
603,April,2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85,Furthest
604,April,2019,Manatee,FL,Passenger,1,0,1,32,33,3.03,Furthest
605,April,2019,Columbia,WA,Truck,0,0,0,1531,1531,0.0,Washington
606,April,2019,Juneau,AK,Passenger,0,2,2,32,34,5.88,Nearest
607,April,2019,Cook,IL,Passenger,1,0,1,241,242,0.41,Mid-Distance
608,April,2019,Houston,GA,Passenger,1,0,1,54,55,1.82,Furthest
609,April,2020,Sumter,FL,Passenger,0,1,1,9,10,10.0,Furthest
610,April,2020,Placer,CA,Passenger,2,0,2,89,91,2.2,Nearest
611,April,2020,New Haven,CT,Passenger,0,2,2,41,43,4.65,Furthest
612,April,2020,King,WA,Passenger,24085,7696,31781,1386024,1417805,2.24,Washington
613,April,2020,Pend Oreille,WA,Truck,0,0,0,5739,5739,0.0,Washington
614,April,2020,DeKalb,GA,Passenger,1,0,1,80,81,1.23,Furthest
615,April,2020,Pierce,WA,Passenger,2347,1682,4029,548871,552900,0.73,Washington
616,April,2020,Garfield,WA,Truck,0,0,0,968,968,0.0,Washington
617,April,2020,Cowlitz,WA,Truck,0,0,0,28765,28765,0.0,Washington
618,April,2020,Frederick,MD,Passenger,1,1,2,76,78,2.56,Furthest
619,April,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest
620,April,2020,Tarrant,TX,Passenger,1,0,1,178,179,0.56,Mid-Distance
621,April,2020,San Diego,CA,Passenger,13,5,18,2764,2782,0.65,Nearest
622,April,2020,Alexandria,VA,Passenger,1,0,1,140,141,0.71,Furthest
623,April,2020,Camden,NJ,Passenger,0,2,2,21,23,8.7,Furthest
624,April,2020,Dallas,TX,Passenger,1,0,1,202,203,0.49,Mid-Distance
625,April,2020,Adams,WA,Truck,0,0,0,5206,5206,0.0,Washington
626,April,2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56,Furthest
627,April,2020,Manassas,VA,Passenger,0,1,1,5,6,16.67,Furthest
628,April,2020,Prince George's,MD,Passenger,1,1,2,164,166,1.2,Furthest
629,April,2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57,Furthest
630,April,2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13,Furthest
631,April,2020,Yakima,WA,Passenger,129,115,244,165261,165505,0.15,Washington
632,April,2020,Williams,ND,Passenger,0,1,1,13,14,7.14,Mid-Distance
633,April,2020,Shelby,TN,Passenger,0,1,1,89,90,1.11,Furthest
634,April,2020,DuPage,IL,Passenger,3,0,3,58,61,4.92,Mid-Distance
635,April,2020,Ferry,WA,Passenger,5,3,8,4331,4339,0.18,Washington
636,April,2020,Nassau,NY,Passenger,4,0,4,33,37,10.81,Furthest
637,April,2020,St. Clair,IL,Passenger,1,0,1,139,140,0.71,Mid-Distance
638,April,2020,Hudson,NJ,Passenger,1,0,1,38,39,2.56,Furthest
639,April,2020,Denton,TX,Passenger,1,0,1,90,91,1.1,Mid-Distance
640,April,2020,Mason,WA,Truck,0,0,0,20531,20531,0.0,Washington
641,April,2020,Fresno,CA,Passenger,1,0,1,183,184,0.54,Nearest
642,April,2020,Hawaii,HI,Passenger,1,0,1,57,58,1.72,Nearest
643,April,2020,Monroe,IL,Passenger,1,0,1,4,5,20.0,Mid-Distance
644,April,2020,Montgomery,PA,Passenger,1,0,1,31,32,3.12,Furthest
645,April,2020,Klickitat,WA,Truck,0,0,0,8193,8193,0.0,Washington
646,April,2020,Palm Beach,FL,Passenger,0,1,1,80,81,1.23,Furthest
647,April,2020,Ramsey,MN,Passenger,1,0,1,39,40,2.5,Mid-Distance
648,April,2020,Prince William,VA,Passenger,2,3,5,222,227,2.2,Furthest
649,April,2020,Greene,MO,Passenger,0,1,1,31,32,3.12,Furthest
650,April,2020,Whitman,WA,Passenger,44,48,92,22313,22405,0.41,Washington
651,April,2020,Ventura,CA,Passenger,0,3,3,287,290,1.03,Nearest
652,April,2020,Asotin,WA,Truck,0,0,0,6617,6617,0.0,Washington
653,April,2020,Columbia,WA,Truck,0,0,0,1524,1524,0.0,Washington
654,April,2020,Shasta,CA,Passenger,1,0,1,37,38,2.63,Nearest
655,April,2020,El Paso,TX,Passenger,3,0,3,436,439,0.68,Mid-Distance
656,April,2020,Kitsap,WA,Truck,1,0,1,53907,53908,0.0,Washington
657,April,2020,Virginia Beach,VA,Passenger,1,0,1,672,673,0.15,Furthest
658,April,2020,Wahkiakum,WA,Passenger,6,5,11,2973,2984,0.37,Washington
659,April,2020,Pinellas,FL,Passenger,1,1,2,109,111,1.8,Furthest
660,April,2020,Moore,NC,Passenger,0,1,1,162,163,0.61,Furthest
661,April,2020,Duval,FL,Passenger,0,2,2,358,360,0.56,Furthest
662,April,2020,Collin,TX,Passenger,1,1,2,124,126,1.59,Mid-Distance
663,April,2020,Benton,WA,Passenger,348,321,669,134556,135225,0.49,Washington
664,April,2020,Juneau,AK,Passenger,0,2,2,31,33,6.06,Nearest
665,April,2020,Putnam,TN,Passenger,0,1,1,3,4,25.0,Furthest
666,April,2020,Cascade,MT,Passenger,0,1,1,55,56,1.79,Nearest
667,April,2020,Spokane,WA,Passenger,711,473,1184,316298,317482,0.37,Washington
668,April,2020,Houston,GA,Passenger,1,0,1,58,59,1.69,Furthest
669,April,2020,Arlington,VA,Passenger,0,2,2,150,152,1.32,Furthest
670,April,2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
671,April,2020,Chelan,WA,Truck,0,0,0,22460,22460,0.0,Washington
672,April,2020,Valencia,NM,Passenger,1,0,1,5,6,16.67,Mid-Distance
673,April,2020,Washington,OR,Passenger,1,0,1,446,447,0.22,Nearest
674,April,2020,Clallam,WA,Passenger,219,166,385,50341,50726,0.76,Washington
675,April,2020,District of Columbia,DC,Passenger,1,1,2,202,204,0.98,Furthest
