,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
13502,May,2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
13503,May,2022,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
13504,May,2022,Orange,CA,Passenger,5,2,7,351,358,1.96
13505,May,2022,Monterey,CA,Passenger,1,1,2,126,128,1.56
13506,May,2022,Platte,MO,Passenger,1,0,1,21,22,4.55
13507,May,2022,Nueces,TX,Passenger,1,1,2,54,56,3.57
13508,May,2022,Hillsborough,FL,Passenger,0,1,1,120,121,0.83
13509,May,2022,Rockingham,NH,Passenger,1,0,1,15,16,6.25
13510,May,2022,Kern,CA,Passenger,0,1,1,188,189,0.53
13511,May,2022,San Mateo,CA,Passenger,2,0,2,79,81,2.47
13512,May,2022,Rock Island,IL,Passenger,0,1,1,15,16,6.25
13513,May,2022,Coryell,TX,Passenger,1,0,1,98,99,1.01
13514,May,2022,Stafford,VA,Passenger,2,1,3,89,92,3.26
13515,May,2022,Dorchester,SC,Passenger,1,0,1,55,56,1.79
13516,May,2022,St. Tammany,LA,Passenger,1,0,1,34,35,2.86
13517,May,2022,Whatcom,WA,Passenger,1799,729,2528,148935,151463,1.67
13518,May,2022,Riverside,CA,Passenger,8,1,9,462,471,1.91
13519,May,2022,Salt Lake,UT,Passenger,1,1,2,130,132,1.52
13520,May,2022,Thurston,WA,Passenger,2127,1028,3155,194514,197669,1.6
13521,May,2022,Lincoln,OR,Passenger,0,1,1,26,27,3.7
13522,May,2022,Lewis,WA,Truck,0,0,0,26423,26423,0.0
13523,May,2022,Queens,NY,Passenger,1,0,1,41,42,2.38
13524,May,2022,Marin,CA,Passenger,0,1,1,29,30,3.33
13525,May,2022,Snohomish,WA,Truck,6,0,6,124132,124138,0.0
13526,May,2022,Larimer,CO,Passenger,1,0,1,46,47,2.13
13527,May,2022,Pacific,WA,Truck,0,0,0,7950,7950,0.0
13528,May,2022,Douglas,WA,Passenger,131,58,189,28516,28705,0.66
13529,May,2022,Ferry,WA,Truck,0,0,0,3569,3569,0.0
13530,May,2022,Wilson,TX,Passenger,0,1,1,2,3,33.33
13531,May,2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
13532,May,2022,Gwinnett,GA,Passenger,1,0,1,49,50,2.0
13533,May,2022,San Juan,WA,Passenger,499,152,651,14097,14748,4.41
13534,May,2022,Fort Bend,TX,Passenger,1,0,1,26,27,3.7
13535,May,2022,Lincoln,WA,Passenger,8,18,26,7692,7718,0.34
13536,May,2022,Okaloosa,FL,Passenger,0,1,1,96,97,1.03
13537,May,2022,Wood,OH,Passenger,0,1,1,4,5,20.0
13538,May,2022,Loudoun,VA,Passenger,2,1,3,63,66,4.55
13539,May,2022,Pend Oreille,WA,Passenger,16,11,27,9013,9040,0.3
13540,May,2022,Benton,WA,Truck,2,0,2,43549,43551,0.0
13541,May,2022,San Joaquin,CA,Passenger,1,1,2,89,91,2.2
13542,May,2022,Chelan,WA,Truck,2,0,2,23067,23069,0.01
13543,May,2022,Hamilton,IN,Passenger,1,0,1,20,21,4.76
13544,May,2022,Jefferson,WA,Passenger,425,215,640,24617,25257,2.53
13545,May,2022,Denton,TX,Passenger,1,0,1,62,63,1.59
13546,May,2022,Sacramento,CA,Passenger,2,0,2,190,192,1.04
13547,May,2022,DuPage,IL,Passenger,1,0,1,46,47,2.13
13548,May,2022,Chelan,WA,Passenger,450,126,576,54379,54955,1.05
13549,May,2022,Columbia,WA,Truck,0,0,0,1581,1581,0.0
13550,May,2022,Anchorage,AK,Passenger,1,0,1,119,120,0.83
13551,May,2022,Essex,NJ,Passenger,2,0,2,9,11,18.18
13552,May,2022,Thurston,WA,Truck,4,0,4,55452,55456,0.01
13553,May,2022,Pierce,WA,Passenger,4952,2291,7243,546758,554001,1.31
13554,May,2022,Solano,CA,Passenger,1,0,1,162,163,0.61
13555,May,2022,Montgomery,PA,Passenger,2,0,2,20,22,9.09
13556,May,2022,Skamania,WA,Passenger,70,45,115,8209,8324,1.38
13557,May,2022,Grays Harbor,WA,Truck,0,0,0,21307,21307,0.0
13558,May,2022,Whitman,WA,Passenger,84,58,142,22034,22176,0.64
13559,May,2022,Kings,CA,Passenger,2,1,3,298,301,1.0
13560,May,2022,Franklin,WA,Passenger,181,110,291,62027,62318,0.47
13561,May,2022,Skagit,WA,Truck,2,0,2,32401,32403,0.01
13562,May,2022,Klickitat,WA,Truck,1,0,1,8293,8294,0.01
13563,May,2022,Grant,WA,Truck,0,0,0,27995,27995,0.0
13564,May,2022,Norfolk,VA,Passenger,3,3,6,289,295,2.03
13565,May,2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5
13566,May,2022,Island,WA,Truck,1,0,1,21433,21434,0.0
13567,May,2022,Suffolk,MA,Passenger,0,1,1,21,22,4.55
13568,May,2022,Garfield,WA,Passenger,0,3,3,1329,1332,0.23
13569,May,2022,St. Clair,IL,Passenger,2,0,2,118,120,1.67
13570,May,2022,Hennepin,MN,Passenger,2,0,2,53,55,3.64
13571,May,2022,Charles,MD,Passenger,1,1,2,54,56,3.57
13572,May,2022,Snohomish,WA,Passenger,8141,2474,10615,533059,543674,1.95
13573,May,2022,Wake,NC,Passenger,1,0,1,86,87,1.15
13574,May,2022,Allen,IN,Passenger,1,0,1,13,14,7.14
13575,May,2022,Sedgwick,KS,Passenger,1,1,2,74,76,2.63
13576,May,2022,Cook,IL,Passenger,3,0,3,184,187,1.6
13577,May,2022,Ferry,WA,Passenger,20,4,24,4434,4458,0.54
13578,May,2022,Mason,WA,Truck,1,0,1,21058,21059,0.0
13579,May,2022,Montgomery,AL,Passenger,0,1,1,32,33,3.03
13580,May,2022,Boulder,CO,Passenger,1,0,1,34,35,2.86
13581,May,2022,Carson City,NV,Passenger,1,0,1,8,9,11.11
13582,May,2022,Juneau,AK,Passenger,0,1,1,29,30,3.33
13583,May,2022,Island,WA,Passenger,797,373,1170,62040,63210,1.85
13584,May,2022,Prince William,VA,Passenger,0,1,1,191,192,0.52
13585,May,2022,Clallam,WA,Truck,1,0,1,21957,21958,0.0
13586,May,2022,Mason,WA,Passenger,304,179,483,47338,47821,1.01
13587,May,2022,Williamson,TX,Passenger,1,2,3,81,84,3.57
13588,May,2022,Stevens,WA,Truck,0,0,0,18961,18961,0.0
13589,May,2022,Cowlitz,WA,Passenger,322,175,497,70710,71207,0.7
13590,May,2022,Montgomery,TX,Passenger,1,0,1,29,30,3.33
13591,May,2022,Arlington,VA,Passenger,1,0,1,124,125,0.8
13592,May,2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5
13593,May,2022,Hamilton,OH,Passenger,1,0,1,28,29,3.45
13594,May,2022,King,WA,Passenger,40013,11054,51067,1349163,1400230,3.65
13595,May,2022,Saratoga,NY,Passenger,1,0,1,38,39,2.56
13596,May,2022,Goochland,VA,Passenger,3,2,5,130,135,3.7
13597,May,2022,Carroll,MD,Passenger,0,1,1,15,16,6.25
13598,May,2022,Alexandria,VA,Passenger,3,0,3,105,108,2.78
13599,May,2022,Greene,MO,Passenger,0,1,1,23,24,4.17
13600,May,2022,Calvert,MD,Passenger,0,2,2,76,78,2.56
13601,May,2022,Yakima,WA,Truck,0,0,0,61425,61425,0.0
13602,May,2022,Walla Walla,WA,Passenger,171,97,268,35973,36241,0.74
13603,May,2022,Allegheny,PA,Passenger,1,1,2,52,54,3.7
13604,May,2022,Sarasota,FL,Passenger,2,0,2,25,27,7.41
13605,May,2022,Clark,WA,Passenger,3936,1735,5671,316813,322484,1.76
13606,May,2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
13607,May,2022,Benton,WA,Passenger,729,455,1184,135276,136460,0.87
13608,May,2022,Whatcom,WA,Truck,5,0,5,43377,43382,0.01
13609,May,2023,Loudoun,VA,Passenger,2,0,2,55,57,3.51
13610,May,2023,Richmond,GA,Passenger,0,1,1,55,56,1.79
13611,May,2023,Gwinnett,GA,Passenger,1,0,1,38,39,2.56
13612,May,2023,New London,CT,Passenger,1,4,5,165,170,2.94
13613,May,2023,Boulder,CO,Passenger,1,0,1,23,24,4.17
13614,May,2023,Maricopa,AZ,Passenger,7,3,10,551,561,1.78
13615,May,2023,Bexar,TX,Passenger,3,3,6,328,334,1.8
13616,May,2023,Pulaski,AR,Passenger,3,0,3,21,24,12.5
13617,May,2023,King,WA,Truck,684,2,686,174691,175377,0.39
13618,May,2023,Denton,TX,Passenger,1,0,1,44,45,2.22
13619,May,2023,Larimer,CO,Passenger,1,0,1,33,34,2.94
13620,May,2023,Kern,CA,Passenger,1,1,2,164,166,1.2
13621,May,2023,Sarpy,NE,Passenger,1,0,1,45,46,2.17
13622,May,2023,Dorchester,SC,Passenger,1,0,1,35,36,2.78
13623,May,2023,St. Louis,MO,Passenger,1,0,1,47,48,2.08
13624,May,2023,Adams,WA,Truck,2,0,2,5262,5264,0.04
13625,May,2023,Charleston,SC,Passenger,1,2,3,49,52,5.77
13626,May,2023,Garfield,WA,Truck,0,0,0,964,964,0.0
13627,May,2023,Clark,NV,Passenger,4,2,6,361,367,1.63
13628,May,2023,DeKalb,GA,Passenger,1,0,1,37,38,2.63
13629,May,2023,Cumberland,NC,Passenger,1,2,3,280,283,1.06
13630,May,2023,Anne Arundel,MD,Passenger,5,4,9,281,290,3.1
13631,May,2023,Jackson,OK,Passenger,0,1,1,31,32,3.12
13632,May,2023,Walla Walla,WA,Passenger,215,115,330,35196,35526,0.93
13633,May,2023,San Bernardino,CA,Passenger,2,1,3,245,248,1.21
13634,May,2023,Klickitat,WA,Truck,11,0,11,8198,8209,0.13
13635,May,2023,Prince George's,MD,Passenger,2,1,3,100,103,2.91
13636,May,2023,St. Clair,IL,Passenger,1,0,1,95,96,1.04
13637,May,2023,Marin,CA,Passenger,0,1,1,27,28,3.57
13638,May,2023,Wahkiakum,WA,Passenger,26,17,43,3018,3061,1.4
13639,May,2023,District of Columbia,DC,Passenger,5,0,5,144,149,3.36
13640,May,2023,Chelan,WA,Truck,29,0,29,22965,22994,0.13
13641,May,2023,Yellowstone,MT,Passenger,0,1,1,16,17,5.88
13642,May,2023,Beaufort,SC,Passenger,1,0,1,18,19,5.26
13643,May,2023,Kitsap,WA,Truck,70,0,70,52120,52190,0.13
13644,May,2023,Spokane,WA,Truck,39,0,39,101203,101242,0.04
13645,May,2023,Fairfax,VA,Truck,1,0,1,84,85,1.18
13646,May,2023,Arlington,VA,Passenger,1,0,1,96,97,1.03
13647,May,2023,Stevens,WA,Passenger,110,64,174,29562,29736,0.59
13648,May,2023,Kings,CA,Passenger,2,1,3,255,258,1.16
13649,May,2023,San Juan,WA,Passenger,611,173,784,13720,14504,5.41
13650,May,2023,El Paso,CO,Passenger,3,1,4,465,469,0.85
13651,May,2023,Frederick,MD,Passenger,1,1,2,48,50,4.0
13652,May,2023,Harrison,MS,Passenger,1,0,1,28,29,3.45
13653,May,2023,Howard,MD,Passenger,0,1,1,40,41,2.44
13654,May,2023,Wichita,TX,Passenger,2,0,2,29,31,6.45
13655,May,2023,Asotin,WA,Passenger,34,20,54,12351,12405,0.44
13656,May,2023,Carroll,MD,Passenger,0,1,1,16,17,5.88
13657,May,2023,Calvert,MD,Passenger,1,1,2,69,71,2.82
13658,May,2023,Whitman,WA,Truck,4,0,4,8547,8551,0.05
13659,May,2023,Snohomish,WA,Passenger,12139,2974,15113,524703,539816,2.8
13660,May,2023,Virginia Beach,VA,Passenger,2,0,2,409,411,0.49
13661,May,2023,Onslow,NC,Passenger,0,1,1,133,134,0.75
13662,May,2023,Chesapeake,VA,Passenger,2,3,5,263,268,1.87
13663,May,2023,Sedgwick,KS,Passenger,1,0,1,52,53,1.89
13664,May,2023,Mason,WA,Passenger,429,206,635,45953,46588,1.36
13665,May,2023,Yavapai,AZ,Passenger,1,0,1,19,20,5.0
13666,May,2023,Chelan,WA,Passenger,619,159,778,53890,54668,1.42
13667,May,2023,Hudson,NJ,Passenger,1,0,1,15,16,6.25
13668,May,2023,Clark,WA,Truck,90,0,90,80813,80903,0.11
13669,May,2023,Portsmouth,VA,Passenger,0,1,1,57,58,1.72
13670,May,2023,Pierce,WA,Passenger,7397,2707,10104,527950,538054,1.88
13671,May,2023,Franklin,WA,Truck,4,0,4,20695,20699,0.02
13672,May,2023,Kauai,HI,Passenger,1,1,2,13,15,13.33
13673,May,2023,Whatcom,WA,Truck,57,0,57,42393,42450,0.13
13674,May,2023,Randolph,NC,Passenger,1,0,1,3,4,25.0
13675,May,2023,Berkeley,SC,Passenger,0,1,1,93,94,1.06
13676,May,2023,Moore,NC,Passenger,0,1,1,99,100,1.0
13677,May,2023,Cook,IL,Passenger,2,0,2,131,133,1.5
13678,May,2023,Grant,WA,Passenger,275,122,397,66534,66931,0.59
13679,May,2023,Alexandria,VA,Passenger,3,1,4,84,88,4.55
13680,May,2023,Jefferson,WA,Passenger,549,260,809,24141,24950,3.24
13681,May,2023,Whatcom,WA,Passenger,2374,867,3241,146794,150035,2.16
13683,May,2023,Middlesex,MA,Passenger,2,1,3,57,60,5.0
13684,May,2023,Allen,IN,Passenger,1,0,1,8,9,11.11
13685,May,2023,Skagit,WA,Passenger,1081,403,1484,88295,89779,1.65
13686,May,2023,Pend Oreille,WA,Truck,0,0,0,5568,5568,0.0
13687,May,2023,Yakima,WA,Truck,12,0,12,60495,60507,0.02
13688,May,2023,Washington,MD,Passenger,2,0,2,12,14,14.29
13689,May,2023,Santa Cruz,CA,Passenger,1,0,1,12,13,7.69
13690,May,2023,Platte,MO,Passenger,1,0,1,16,17,5.88
13691,May,2023,Okanogan,WA,Truck,7,0,7,16336,16343,0.04
13692,May,2023,Honolulu,HI,Passenger,2,3,5,233,238,2.1
13693,May,2023,Benton,WA,Passenger,1120,555,1675,134506,136181,1.23
13694,May,2023,Polk,OR,Passenger,0,1,1,14,15,6.67
13695,May,2023,Skamania,WA,Truck,1,0,1,3802,3803,0.03
13696,May,2023,St. Mary's,MD,Passenger,1,0,1,161,162,0.62
13697,May,2023,Ferry,WA,Passenger,20,4,24,4292,4316,0.56
13698,May,2023,New Haven,CT,Passenger,0,2,2,21,23,8.7
13699,May,2023,Ray,MO,Passenger,0,1,1,0,1,100.0
13700,May,2023,Galveston,TX,Passenger,0,1,1,15,16,6.25
13701,May,2023,Spokane,WA,Passenger,2227,1062,3289,320686,323975,1.02
13702,May,2023,Santa Barbara,CA,Passenger,1,0,1,60,61,1.64
13703,May,2023,Whitman,WA,Passenger,144,76,220,21873,22093,1.0
13704,May,2023,Fairfax,VA,Passenger,5,3,8,520,528,1.52
13705,May,2023,Jefferson,WA,Truck,12,0,12,9267,9279,0.13
13706,May,2023,Elmore,ID,Passenger,1,0,1,9,10,10.0
13707,May,2023,Madison,IL,Passenger,1,0,1,14,15,6.67
13708,May,2023,Mason,WA,Truck,10,0,10,20553,20563,0.05
13709,May,2023,Newport News,VA,Passenger,1,0,1,89,90,1.11
13710,May,2023,Lincoln,WA,Passenger,16,17,33,7646,7679,0.43
13711,May,2023,Clallam,WA,Passenger,533,280,813,48629,49442,1.64
13712,May,2023,Columbia,WA,Passenger,9,1,10,2407,2417,0.41
13713,May,2023,Arapahoe,CO,Passenger,1,1,2,63,65,3.08
13714,May,2023,St. Tammany,LA,Passenger,1,0,1,28,29,3.45
13715,May,2023,Lewis,WA,Truck,7,0,7,25864,25871,0.03
13716,May,2023,El Paso,TX,Passenger,2,0,2,248,250,0.8
13717,May,2023,Monterey,CA,Passenger,1,0,1,104,105,0.95
13718,May,2023,Dallas,TX,Passenger,1,0,1,70,71,1.41
13719,May,2023,Grays Harbor,WA,Truck,6,0,6,20817,20823,0.03
13720,May,2023,Collin,TX,Passenger,1,0,1,36,37,2.7
13721,May,2023,Camden,NJ,Passenger,0,1,1,12,13,7.69
13722,May,2023,Thurston,WA,Truck,57,0,57,53621,53678,0.11
13723,May,2023,Kootenai,ID,Truck,1,0,1,25,26,3.85
13724,May,2023,Escambia,FL,Passenger,0,1,1,103,104,0.96
13725,May,2023,Nueces,TX,Passenger,0,1,1,49,50,2.0
13726,May,2023,Sonoma,CA,Passenger,1,1,2,50,52,3.85
13727,May,2023,Kent,DE,Passenger,1,0,1,43,44,2.27
13728,May,2023,Pierce,WA,Truck,152,0,152,136292,136444,0.11
13729,May,2023,Franklin,WA,Passenger,300,136,436,61492,61928,0.7
13730,May,2023,Hidalgo,TX,Passenger,0,1,1,42,43,2.33
13731,May,2023,Multnomah,OR,Passenger,0,2,2,398,400,0.5
13732,May,2023,Garfield,WA,Passenger,1,3,4,1303,1307,0.31
13733,May,2023,Los Angeles,CA,Passenger,4,4,8,565,573,1.4
13734,May,2023,Island,WA,Truck,29,0,29,20927,20956,0.14
13735,May,2023,Cowlitz,WA,Truck,8,0,8,28004,28012,0.03
13736,May,2023,Plaquemines,LA,Passenger,1,1,2,12,14,14.29
13737,May,2023,Burlington,NJ,Passenger,0,2,2,87,89,2.25
13738,May,2023,Alameda,CA,Passenger,3,0,3,147,150,2.0
13739,May,2023,Jefferson,NY,Passenger,1,1,2,169,171,1.17
13740,May,2023,Okanogan,WA,Passenger,123,62,185,25949,26134,0.71
13741,May,2023,Snohomish,WA,Truck,162,0,162,120661,120823,0.13
13742,May,2023,Miami-Dade,FL,Passenger,1,0,1,53,54,1.85
13743,May,2023,San Juan,WA,Truck,12,0,12,5866,5878,0.2
13744,May,2023,Thurston,WA,Passenger,3033,1203,4236,189258,193494,2.19
13745,May,2023,Charles,MD,Passenger,1,1,2,47,49,4.08
13746,May,2023,Walla Walla,WA,Truck,5,0,5,13644,13649,0.04
13747,May,2023,Montgomery,MD,Passenger,3,2,5,166,171,2.92
13748,May,2023,Douglas,WA,Passenger,198,61,259,28577,28836,0.9
13749,May,2023,Lee,AL,Passenger,1,0,1,11,12,8.33
13750,May,2023,Adams,WA,Passenger,25,12,37,12934,12971,0.29
13751,May,2023,Stevens,WA,Truck,1,0,1,18642,18643,0.01
13752,May,2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67
13753,May,2023,Hawaii,HI,Passenger,1,0,1,23,24,4.17
13754,May,2023,Hamilton,OH,Truck,1,0,1,2,3,33.33
13755,May,2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
13756,May,2023,Ferry,WA,Truck,0,0,0,3538,3538,0.0
13757,May,2023,Columbia,WA,Truck,0,0,0,1546,1546,0.0
13758,May,2023,Ulster,NY,Passenger,1,0,1,4,5,20.0
13759,May,2023,Douglas,NE,Passenger,1,1,2,25,27,7.41
13760,May,2023,Clallam,WA,Truck,20,0,20,21594,21614,0.09
13761,May,2023,Nassau,NY,Passenger,1,0,1,21,22,4.55
13762,May,2023,Stafford,VA,Passenger,3,1,4,71,75,5.33
13763,May,2023,Bell,TX,Passenger,1,0,1,233,234,0.43
13764,May,2023,Las Animas,CO,Passenger,1,0,1,0,1,100.0
13765,May,2023,Pacific,WA,Passenger,76,90,166,15521,15687,1.06
13766,May,2023,Champaign,IL,Passenger,1,0,1,7,8,12.5
13767,May,2023,Ventura,CA,Passenger,2,1,3,190,193,1.55
13768,May,2023,Douglas,CO,Passenger,0,1,1,49,50,2.0
13769,May,2023,Douglas,WA,Truck,7,0,7,12885,12892,0.05
13770,May,2023,Essex,NJ,Passenger,2,0,2,4,6,33.33
13771,May,2023,Grays Harbor,WA,Passenger,290,181,471,48014,48485,0.97
13772,May,2023,Benton,OR,Passenger,1,0,1,30,31,3.23
13773,May,2023,Napa,CA,Passenger,0,1,1,10,11,9.09
13774,May,2023,Norfolk,VA,Passenger,3,2,5,249,254,1.97
13775,May,2023,Cowlitz,WA,Passenger,454,206,660,69496,70156,0.94
13776,May,2023,Santa Clara,CA,Passenger,8,1,9,142,151,5.96
13777,May,2023,Goochland,VA,Passenger,0,1,1,36,37,2.7
13778,May,2023,Pend Oreille,WA,Passenger,30,11,41,8845,8886,0.46
13779,May,2023,Placer,CA,Passenger,1,0,1,50,51,1.96
13780,May,2023,King,WA,Passenger,55335,14137,69472,1316224,1385696,5.01
13781,May,2023,Asotin,WA,Truck,0,0,0,6599,6599,0.0
13782,May,2023,Skagit,WA,Truck,19,0,19,31695,31714,0.06
13783,May,2023,Hillsborough,FL,Passenger,0,1,1,95,96,1.04
13784,May,2023,Clark,WA,Passenger,5619,2279,7898,311557,319455,2.47
13785,May,2023,Kittitas,WA,Truck,8,0,8,14448,14456,0.06
13786,May,2023,Fairbanks North Star,AK,Passenger,0,1,1,45,46,2.17
13787,May,2023,Williamson,TX,Passenger,0,1,1,46,47,2.13
13788,May,2023,Rockdale,GA,Passenger,1,0,1,3,4,25.0
13789,May,2023,Richmond,NY,Passenger,1,0,1,6,7,14.29
13790,May,2023,Saratoga,NY,Passenger,1,1,2,27,29,6.9
13791,May,2023,Pacific,WA,Truck,3,0,3,7785,7788,0.04
13792,May,2023,Solano,CA,Passenger,5,0,5,132,137,3.65
13793,May,2023,Geary,KS,Passenger,1,0,1,67,68,1.47
13794,May,2023,Hoke,NC,Passenger,1,0,1,53,54,1.85
13795,May,2023,Cumberland,PA,Passenger,1,0,1,30,31,3.23
13796,May,2023,Kittitas,WA,Passenger,339,102,441,29165,29606,1.49
13797,May,2023,Broward,FL,Passenger,1,0,1,53,54,1.85
13798,May,2023,Sarasota,FL,Passenger,1,0,1,14,15,6.67
13799,May,2023,Kitsap,WA,Passenger,3126,1246,4372,175192,179564,2.43
13800,May,2023,Wahkiakum,WA,Truck,2,0,2,1753,1755,0.11
13801,May,2023,Travis,TX,Passenger,1,0,1,75,76,1.32
13802,May,2023,Coryell,TX,Passenger,1,0,1,70,71,1.41
13803,May,2023,San Diego,CA,Passenger,16,9,25,1823,1848,1.35
13804,May,2023,Leavenworth,KS,Passenger,0,1,1,89,90,1.11
13805,May,2023,Houston,GA,Passenger,1,0,1,26,27,3.7
13806,May,2023,Lincoln,OR,Passenger,0,1,1,12,13,7.69
13807,May,2023,Skamania,WA,Passenger,101,58,159,7977,8136,1.95
13808,May,2023,Hamilton,OH,Passenger,1,0,1,24,25,4.0
13809,May,2023,Suffolk,VA,Passenger,1,0,1,101,102,0.98
13810,May,2023,Cape May,NJ,Passenger,0,1,1,7,8,12.5
13811,May,2023,Orange,CA,Passenger,6,2,8,260,268,2.99
13812,May,2023,Lewis,WA,Passenger,309,203,512,58552,59064,0.87
13813,May,2023,Yakima,WA,Passenger,484,249,733,164633,165366,0.44
13814,May,2023,Hennepin,MN,Passenger,1,0,1,27,28,3.57
13815,May,2023,Harnett,NC,Passenger,4,0,4,116,120,3.33
13816,May,2023,Contra Costa,CA,Passenger,0,3,3,183,186,1.61
13817,May,2023,Riverside,CA,Passenger,6,1,7,348,355,1.97
13818,May,2023,Salt Lake,UT,Passenger,0,1,1,86,87,1.15
13819,May,2023,Emmet,MI,Passenger,0,1,1,0,1,100.0
13820,May,2023,Grant,WA,Truck,10,0,10,27771,27781,0.04
13821,May,2023,Rockingham,NH,Passenger,1,0,1,11,12,8.33
13822,May,2023,Sacramento,CA,Passenger,4,0,4,129,133,3.01
13823,May,2023,Lincoln,WA,Truck,0,0,0,4844,4844,0.0
13824,May,2023,Klickitat,WA,Passenger,145,63,208,15072,15280,1.36
13825,May,2023,Adams,CO,Passenger,1,0,1,25,26,3.85
13826,May,2023,Vernon,LA,Passenger,1,0,1,68,69,1.45
13827,May,2023,Oldham,KY,Passenger,0,1,1,3,4,25.0
13828,May,2023,Lane,OR,Passenger,0,1,1,60,61,1.64
13829,May,2023,Benton,WA,Truck,22,0,22,42823,42845,0.05
13830,May,2023,Island,WA,Passenger,1044,430,1474,60998,62472,2.36
13831,May,2023,Lake,IL,Passenger,2,0,2,104,106,1.89
13832,November,2017,New Haven,CT,Passenger,0,1,1,53,54,1.85
13833,November,2017,District of Columbia,DC,Passenger,0,3,3,206,209,1.44
13834,November,2017,Franklin,OH,Passenger,0,1,1,109,110,0.91
13835,November,2017,Pinal,AZ,Passenger,2,0,2,221,223,0.9
13836,November,2017,Ferry,WA,Passenger,1,3,4,4408,4412,0.09
13837,November,2017,Okanogan,WA,Passenger,5,17,22,25731,25753,0.09
13838,November,2017,Clark,NV,Passenger,1,2,3,760,763,0.39
13839,November,2017,Pacific,WA,Truck,0,0,0,7535,7535,0.0
13840,November,2017,Clallam,WA,Truck,0,0,0,21181,21181,0.0
13841,November,2017,Skagit,WA,Truck,1,0,1,31687,31688,0.0
13842,November,2017,Monterey,CA,Passenger,0,2,2,196,198,1.01
13843,November,2017,Brevard,FL,Passenger,0,1,1,104,105,0.95
13844,November,2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.0
13845,November,2017,Klickitat,WA,Truck,0,0,0,8002,8002,0.0
13846,November,2017,Jefferson,WA,Truck,0,0,0,9461,9461,0.0
13847,November,2017,Franklin,WA,Passenger,31,48,79,56681,56760,0.14
13848,November,2017,Prince William,VA,Passenger,0,3,3,271,274,1.09
13849,November,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
13850,November,2017,Nantucket,MA,Passenger,1,0,1,3,4,25.0
13851,November,2017,San Juan,WA,Passenger,126,41,167,13785,13952,1.2
13852,November,2017,Spokane,WA,Truck,1,0,1,91421,91422,0.0
13853,November,2017,Clark,WA,Passenger,840,558,1398,303188,304586,0.46
13854,November,2017,Pacific,WA,Passenger,15,11,26,15334,15360,0.17
13855,November,2017,Prince George,VA,Passenger,0,1,1,71,72,1.39
13856,November,2017,Clay,FL,Passenger,0,1,1,108,109,0.92
13857,November,2017,Ramsey,MN,Passenger,1,0,1,39,40,2.5
13858,November,2017,Missoula,MT,Passenger,1,0,1,69,70,1.43
13859,November,2017,Adams,WA,Passenger,3,5,8,12358,12366,0.06
13860,November,2017,Skamania,WA,Passenger,10,7,17,8576,8593,0.2
13861,November,2017,Whitman,WA,Truck,0,0,0,8437,8437,0.0
13862,November,2017,Maricopa,AZ,Passenger,2,0,2,1629,1631,0.12
13863,November,2017,Pend Oreille,WA,Passenger,3,4,7,9428,9435,0.07
13864,November,2017,Essex,NJ,Passenger,1,0,1,10,11,9.09
13865,November,2017,El Paso,TX,Passenger,1,0,1,524,525,0.19
13866,November,2017,Columbia,WA,Truck,0,0,0,1537,1537,0.0
13867,November,2017,Northampton,PA,Passenger,0,1,1,66,67,1.49
13868,November,2017,Thurston,WA,Passenger,457,380,837,189509,190346,0.44
13869,November,2017,Palm Beach,FL,Passenger,0,1,1,92,93,1.08
13870,November,2017,King,WA,Passenger,11131,4614,15745,1371535,1387280,1.13
13871,November,2017,Carroll,NH,Passenger,0,1,1,1,2,50.0
13872,November,2017,Douglas,WA,Passenger,37,33,70,27072,27142,0.26
13873,November,2017,Island,WA,Truck,0,0,0,20694,20694,0.0
13874,November,2017,Wahkiakum,WA,Truck,0,0,0,1661,1661,0.0
13875,November,2017,Maui,HI,Passenger,1,0,1,68,69,1.45
13876,November,2017,Fairfax,VA,Passenger,2,2,4,833,837,0.48
13877,November,2017,Multnomah,OR,Passenger,3,3,6,901,907,0.66
13878,November,2017,Queens,NY,Passenger,1,0,1,61,62,1.61
13879,November,2017,Benton,WA,Truck,0,0,0,40497,40497,0.0
13880,November,2017,Lewis,WA,Truck,0,0,0,25234,25234,0.0
13881,November,2017,Riverside,CA,Passenger,1,2,3,748,751,0.4
13882,November,2017,Thurston,WA,Truck,0,0,0,53689,53689,0.0
13883,November,2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56
13884,November,2017,Klickitat,WA,Passenger,23,26,49,14871,14920,0.33
13885,November,2017,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
13886,November,2017,Whatcom,WA,Truck,1,0,1,41929,41930,0.0
13887,November,2017,Fulton,GA,Passenger,1,0,1,109,110,0.91
13888,November,2017,Yakima,WA,Truck,0,0,0,57917,57917,0.0
