,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
15784,October,2019,Juneau,AK,Passenger,0,2,2,28,30,6.67,Nearest,Alaska
15787,October,2019,Maui,HI,Passenger,1,0,1,43,44,2.27,Nearest,Hawaii
15789,October,2019,Polk,FL,Passenger,1,0,1,66,67,1.49,Furthest,Florida
15792,October,2019,Howard,MD,Passenger,0,1,1,75,76,1.32,Furthest,Maryland
15794,October,2019,Hennepin,MN,Passenger,3,1,4,99,103,3.88,Mid-Distance,Minnesota
15796,October,2019,Fairbanks North Star,AK,Passenger,0,1,1,101,102,0.98,Nearest,Alaska
15797,October,2019,Prince George's,MD,Passenger,1,1,2,178,180,1.11,Furthest,Maryland
15798,October,2019,Charles,MD,Passenger,0,1,1,82,83,1.2,Furthest,Maryland
15799,October,2019,Norfolk,VA,Passenger,2,2,4,346,350,1.14,Furthest,Virginia
15800,October,2019,El Paso,TX,Passenger,3,0,3,462,465,0.65,Mid-Distance,Texas
15802,October,2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33,Furthest,Michigan
15803,October,2019,San Diego,CA,Passenger,10,3,13,2804,2817,0.46,Nearest,California
15804,October,2019,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest,Georgia
15805,October,2019,Wilson,TX,Passenger,0,1,1,7,8,12.5,Mid-Distance,Texas
15808,October,2019,Tarrant,TX,Passenger,2,0,2,198,200,1.0,Mid-Distance,Texas
15809,October,2019,Kent,MI,Passenger,0,1,1,23,24,4.17,Furthest,Michigan
15810,October,2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68,Furthest,Virginia
15811,October,2019,Powhatan,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
15812,October,2019,Fresno,CA,Passenger,1,0,1,191,192,0.52,Nearest,California
15813,October,2019,Brevard,FL,Passenger,0,1,1,90,91,1.1,Furthest,Florida
15814,October,2019,Nassau,NY,Passenger,4,0,4,38,42,9.52,Furthest,New York
15817,October,2019,Guadalupe,TX,Passenger,1,0,1,68,69,1.45,Mid-Distance,Texas
15819,October,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67,Mid-Distance,Oklahoma
15826,October,2019,Honolulu,HI,Passenger,4,2,6,487,493,1.22,Nearest,Hawaii
15827,October,2019,Deschutes,OR,Passenger,3,0,3,151,154,1.95,Nearest,Oregon
15828,October,2019,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
15829,October,2019,Middlesex,MA,Passenger,1,1,2,108,110,1.82,Furthest,Massachusetts
15831,October,2019,Washtenaw,MI,Passenger,1,0,1,40,41,2.44,Furthest,Michigan
15832,October,2019,Carson City,NV,Passenger,1,0,1,11,12,8.33,Nearest,Nevada
15833,October,2019,Kern,CA,Passenger,0,1,1,222,223,0.45,Nearest,California
15835,October,2019,Sumter,FL,Passenger,0,1,1,9,10,10.0,Furthest,Florida
15836,October,2019,Broward,FL,Passenger,2,1,3,124,127,2.36,Furthest,Florida
15838,October,2019,Wayne,MI,Passenger,0,1,1,62,63,1.59,Furthest,Michigan
15839,October,2019,El Paso,CO,Passenger,2,1,3,733,736,0.41,Mid-Distance,Colorado
15841,October,2019,Greene,MO,Passenger,0,1,1,31,32,3.12,Furthest,Missouri
15842,October,2019,Pinellas,FL,Passenger,1,1,2,109,111,1.8,Furthest,Florida
15843,October,2019,Oklahoma,OK,Passenger,0,1,1,130,131,0.76,Mid-Distance,Oklahoma
15844,October,2019,Duval,FL,Passenger,1,2,3,369,372,0.81,Furthest,Florida
15845,October,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest,North Carolina
15846,October,2019,Shelby,TN,Passenger,0,1,1,96,97,1.03,Furthest,Tennessee
15847,October,2019,Lake,IL,Passenger,1,0,1,166,167,0.6,Mid-Distance,Illinois
15848,October,2019,Frederick,MD,Passenger,1,1,2,85,87,2.3,Furthest,Maryland
15849,October,2019,Los Angeles,CA,Passenger,9,8,17,1071,1088,1.56,Nearest,California
15851,October,2019,San Joaquin,CA,Passenger,1,0,1,137,138,0.72,Nearest,California
15852,October,2019,Harris,TX,Passenger,1,1,2,244,246,0.81,Mid-Distance,Texas
15853,October,2019,Goochland,VA,Passenger,3,1,4,267,271,1.48,Furthest,Virginia
15854,October,2019,Moore,NC,Passenger,0,1,1,177,178,0.56,Furthest,North Carolina
15856,October,2020,District of Columbia,DC,Passenger,2,1,3,199,202,1.49,Furthest,District of Columbia
15857,October,2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,Mid-Distance,Puerto Rico
15859,October,2020,Montgomery,PA,Passenger,1,0,1,25,26,3.85,Furthest,Pennsylvania
15860,October,2020,Randolph,NC,Passenger,1,0,1,7,8,12.5,Furthest,North Carolina
15862,October,2020,Collin,TX,Passenger,1,1,2,116,118,1.69,Mid-Distance,Texas
15863,October,2020,Plaquemines,LA,Passenger,0,1,1,13,14,7.14,Mid-Distance,Louisiana
15864,October,2020,Santa Clara,CA,Passenger,5,2,7,270,277,2.53,Nearest,California
15865,October,2020,Clark,NV,Passenger,3,2,5,660,665,0.75,Nearest,Nevada
15866,October,2020,Orange,CA,Passenger,5,3,8,461,469,1.71,Nearest,California
15867,October,2020,Placer,CA,Passenger,2,0,2,85,87,2.3,Nearest,California
15869,October,2020,New Haven,CT,Passenger,0,2,2,33,35,5.71,Furthest,Connecticut
15873,October,2020,Harnett,NC,Passenger,1,0,1,188,189,0.53,Furthest,North Carolina
15875,October,2020,Moore,NC,Passenger,0,1,1,152,153,0.65,Furthest,North Carolina
15876,October,2020,Bexar,TX,Passenger,4,5,9,576,585,1.54,Mid-Distance,Texas
15878,October,2020,Arapahoe,CO,Passenger,1,0,1,122,123,0.81,Mid-Distance,Colorado
15880,October,2020,Duval,FL,Passenger,0,2,2,357,359,0.56,Furthest,Florida
15881,October,2020,Kent,MI,Passenger,0,1,1,23,24,4.17,Furthest,Michigan
15882,October,2020,Cascade,MT,Passenger,0,1,1,51,52,1.92,Nearest,Montana
15884,October,2020,Palm Beach,FL,Passenger,0,1,1,75,76,1.32,Furthest,Florida
15885,October,2020,Fresno,CA,Passenger,1,0,1,174,175,0.57,Nearest,California
15888,October,2020,Clackamas,OR,Passenger,2,0,2,184,186,1.08,Nearest,Oregon
15890,October,2020,Lake,FL,Passenger,1,0,1,22,23,4.35,Furthest,Florida
15891,October,2020,Monterey,CA,Passenger,0,1,1,155,156,0.64,Nearest,California
15894,October,2020,Monroe,IL,Passenger,1,0,1,3,4,25.0,Mid-Distance,Illinois
15895,October,2020,Howard,MD,Passenger,0,1,1,62,63,1.59,Furthest,Maryland
15896,October,2020,Williamson,TX,Passenger,0,2,2,127,129,1.55,Mid-Distance,Texas
15899,October,2020,Cape May,NJ,Passenger,0,1,1,12,13,7.69,Furthest,New Jersey
15900,October,2020,Larimer,CO,Passenger,1,0,1,51,52,1.92,Mid-Distance,Colorado
15902,October,2020,Deschutes,OR,Passenger,1,0,1,123,124,0.81,Nearest,Oregon
15903,October,2020,Bartow,GA,Passenger,0,1,1,4,5,20.0,Furthest,Georgia
15904,October,2020,Contra Costa,CA,Passenger,4,3,7,286,293,2.39,Nearest,California
15906,October,2020,Fairfax,VA,Passenger,4,3,7,717,724,0.97,Furthest,Virginia
15907,October,2020,Harris,TX,Passenger,1,0,1,220,221,0.45,Mid-Distance,Texas
15908,October,2020,Ventura,CA,Passenger,1,1,2,271,273,0.73,Nearest,California
15909,October,2020,Richmond,GA,Passenger,0,1,1,79,80,1.25,Furthest,Georgia
15910,October,2020,New London,CT,Passenger,1,2,3,237,240,1.25,Furthest,Connecticut
15911,October,2020,Frederick,MD,Passenger,1,1,2,72,74,2.7,Furthest,Maryland
15912,October,2020,Rogers,OK,Passenger,1,0,1,4,5,20.0,Mid-Distance,Oklahoma
15913,October,2020,Platte,MO,Passenger,1,0,1,17,18,5.56,Furthest,Missouri
15914,October,2020,Tulsa,OK,Passenger,1,1,2,40,42,4.76,Mid-Distance,Oklahoma
15915,October,2020,San Francisco,CA,Passenger,1,1,2,90,92,2.17,Nearest,California
15916,October,2020,Los Angeles,CA,Passenger,9,10,19,969,988,1.92,Nearest,California
15920,October,2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17,Nearest,Idaho
15921,October,2020,Denton,TX,Passenger,1,0,1,85,86,1.16,Mid-Distance,Texas
15923,October,2020,Morris,NJ,Passenger,1,0,1,18,19,5.26,Furthest,New Jersey
15924,October,2020,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
15926,October,2020,Allegheny,PA,Passenger,1,0,1,68,69,1.45,Furthest,Pennsylvania
15927,October,2020,Douglas,NE,Passenger,0,1,1,48,49,2.04,Mid-Distance,Nebraska
15928,October,2020,Boone,MO,Passenger,0,1,1,10,11,9.09,Furthest,Missouri
15929,October,2020,Charles,MD,Passenger,1,1,2,75,77,2.6,Furthest,Maryland
15931,October,2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
15935,October,2020,Washtenaw,MI,Passenger,1,0,1,31,32,3.12,Furthest,Michigan
15936,October,2020,Greene,MO,Passenger,0,1,1,33,34,2.94,Furthest,Missouri
15937,October,2020,Klamath,OR,Passenger,1,0,1,31,32,3.12,Nearest,Oregon
15939,October,2020,Howard,IN,Passenger,0,1,1,3,4,25.0,Furthest,Indiana
15940,October,2020,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest,Florida
15941,October,2020,Vigo,IN,Passenger,1,0,1,6,7,14.29,Furthest,Indiana
15942,October,2020,Wilson,TX,Passenger,0,1,1,5,6,16.67,Mid-Distance,Texas
15944,October,2020,Spartanburg,SC,Passenger,0,1,1,49,50,2.0,Furthest,South Carolina
15945,October,2020,Montgomery,AL,Passenger,0,1,1,40,41,2.44,Furthest,Alabama
15947,October,2020,Alexandria,VA,Passenger,2,0,2,135,137,1.46,Furthest,Virginia
15948,October,2020,Calvert,MD,Passenger,0,2,2,84,86,2.33,Furthest,Maryland
15949,October,2020,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23,Nearest,California
15950,October,2020,Prince George's,MD,Passenger,2,1,3,150,153,1.96,Furthest,Maryland
15951,October,2020,Douglas,CO,Passenger,0,1,1,77,78,1.28,Mid-Distance,Colorado
15952,October,2020,Salt Lake,UT,Passenger,0,1,1,176,177,0.56,Nearest,Utah
15953,October,2020,Juneau,AK,Passenger,0,1,1,27,28,3.57,Nearest,Alaska
15954,October,2020,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
15955,October,2020,Dallas,TX,Passenger,1,0,1,179,180,0.56,Mid-Distance,Texas
15957,October,2020,Okaloosa,FL,Passenger,0,1,1,137,138,0.72,Furthest,Florida
15958,October,2020,Prince William,VA,Passenger,2,2,4,220,224,1.79,Furthest,Virginia
15959,October,2020,Miami-Dade,FL,Passenger,1,0,1,103,104,0.96,Furthest,Florida
15960,October,2020,Suffolk,MA,Passenger,0,2,2,34,36,5.56,Furthest,Massachusetts
15961,October,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest,Ohio
15964,October,2020,St. Louis,MO,Passenger,1,0,1,97,98,1.02,Furthest,Missouri
15965,October,2020,Middlesex,MA,Passenger,1,1,2,94,96,2.08,Furthest,Massachusetts
15969,October,2020,Washington,OR,Passenger,1,0,1,421,422,0.24,Nearest,Oregon
15973,October,2020,Hawaii,HI,Passenger,1,0,1,52,53,1.89,Nearest,Hawaii
15975,October,2020,Manassas,VA,Passenger,0,1,1,5,6,16.67,Furthest,Virginia
15977,October,2020,Lee,FL,Passenger,1,0,1,47,48,2.08,Furthest,Florida
15978,October,2020,Stafford,VA,Passenger,1,1,2,94,96,2.08,Furthest,Virginia
15980,October,2020,Kern,CA,Passenger,0,1,1,219,220,0.45,Nearest,California
15981,October,2020,Pima,AZ,Passenger,3,1,4,325,329,1.22,Nearest,Arizona
15982,October,2020,Anne Arundel,MD,Passenger,1,1,2,404,406,0.49,Furthest,Maryland
15983,October,2020,Polk,FL,Passenger,1,0,1,59,60,1.67,Furthest,Florida
15984,October,2020,Williams,ND,Passenger,0,1,1,11,12,8.33,Mid-Distance,North Dakota
15986,October,2020,Putnam,TN,Passenger,0,1,1,2,3,33.33,Furthest,Tennessee
15988,October,2020,Portsmouth,VA,Passenger,0,1,1,74,75,1.33,Furthest,Virginia
15989,October,2020,Nassau,FL,Passenger,1,0,1,36,37,2.7,Furthest,Florida
15990,October,2020,Fort Bend,TX,Passenger,1,0,1,43,44,2.27,Mid-Distance,Texas
15992,October,2020,Broward,FL,Passenger,1,1,2,110,112,1.79,Furthest,Florida
15993,October,2020,Leavenworth,KS,Passenger,0,1,1,124,125,0.8,Mid-Distance,Kansas
15994,October,2020,Sacramento,CA,Passenger,1,0,1,243,244,0.41,Nearest,California
15995,October,2020,Solano,CA,Passenger,1,0,1,205,206,0.49,Nearest,California
15996,October,2020,Hudson,NJ,Passenger,1,0,1,39,40,2.5,Furthest,New Jersey
15997,October,2020,Cumberland,NC,Passenger,0,3,3,450,453,0.66,Furthest,North Carolina
15998,October,2020,Goochland,VA,Passenger,3,2,5,246,251,1.99,Furthest,Virginia
15999,October,2020,Penobscot,ME,Passenger,0,1,1,12,13,7.69,Furthest,Maine
16000,October,2020,Nueces,TX,Passenger,1,0,1,85,86,1.16,Mid-Distance,Texas
16003,October,2020,Ramsey,MN,Passenger,1,0,1,34,35,2.86,Mid-Distance,Minnesota
16004,October,2020,Jefferson,NY,Passenger,0,1,1,209,210,0.48,Furthest,New York
16006,October,2020,Kings,NY,Passenger,1,0,1,63,64,1.56,Furthest,New York
16007,October,2020,Loudoun,VA,Passenger,1,0,1,80,81,1.23,Furthest,Virginia
16008,October,2020,DeKalb,GA,Passenger,1,0,1,74,75,1.33,Furthest,Georgia
16009,October,2020,Chesapeake,VA,Passenger,0,3,3,405,408,0.74,Furthest,Virginia
16010,October,2020,San Joaquin,CA,Passenger,1,0,1,113,114,0.88,Nearest,California
16011,October,2020,Sarasota,FL,Passenger,2,0,2,24,26,7.69,Furthest,Florida
16012,October,2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04,Furthest,Ohio
16013,October,2020,Honolulu,HI,Passenger,5,2,7,428,435,1.61,Nearest,Hawaii
16017,October,2020,Gwinnett,GA,Passenger,1,0,1,68,69,1.45,Furthest,Georgia
16018,October,2020,El Paso,TX,Passenger,3,0,3,411,414,0.72,Mid-Distance,Texas
16019,October,2020,Multnomah,OR,Passenger,3,6,9,700,709,1.27,Nearest,Oregon
16020,October,2020,Fulton,GA,Passenger,1,2,3,89,92,3.26,Furthest,Georgia
16021,October,2020,Queens,NY,Passenger,1,0,1,52,53,1.89,Furthest,New York
16022,October,2020,El Dorado,CA,Passenger,1,0,1,32,33,3.03,Nearest,California
16023,October,2020,Dakota,MN,Passenger,0,1,1,28,29,3.45,Mid-Distance,Minnesota
16024,October,2020,Kauai,HI,Passenger,1,0,1,14,15,6.67,Nearest,Hawaii
16025,October,2020,Boulder,CO,Passenger,0,1,1,42,43,2.33,Mid-Distance,Colorado
16027,October,2020,Washoe,NV,Passenger,1,0,1,100,101,0.99,Nearest,Nevada
16030,October,2020,Montgomery,TX,Passenger,1,0,1,47,48,2.08,Mid-Distance,Texas
16031,October,2020,Erie,NY,Passenger,1,0,1,45,46,2.17,Furthest,New York
16032,October,2020,Arlington,VA,Passenger,0,2,2,144,146,1.37,Furthest,Virginia
16033,October,2020,Pinellas,FL,Passenger,1,1,2,99,101,1.98,Furthest,Florida
16035,October,2020,Harrison,MS,Passenger,1,0,1,51,52,1.92,Mid-Distance,Mississippi
16039,October,2020,El Paso,CO,Passenger,2,0,2,699,701,0.29,Mid-Distance,Colorado
16040,October,2020,Hamilton,IN,Passenger,2,0,2,37,39,5.13,Furthest,Indiana
16041,October,2020,Riverside,CA,Passenger,4,1,5,600,605,0.83,Nearest,California
16042,October,2020,St. Clair,IL,Passenger,1,0,1,136,137,0.73,Mid-Distance,Illinois
16043,October,2020,New York,NY,Passenger,1,0,1,56,57,1.75,Furthest,New York
16044,October,2020,Hennepin,MN,Passenger,2,0,2,83,85,2.35,Mid-Distance,Minnesota
16045,October,2020,Richland,SC,Passenger,0,1,1,143,144,0.69,Furthest,South Carolina
16046,October,2020,DuPage,IL,Passenger,3,0,3,54,57,5.26,Mid-Distance,Illinois
16048,October,2020,Houston,GA,Passenger,1,0,1,52,53,1.89,Furthest,Georgia
16051,October,2020,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05,Nearest,Alaska
16052,October,2020,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest,Georgia
16053,October,2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35,Furthest,New Hampshire
16057,October,2020,Ada,ID,Passenger,0,1,1,250,251,0.4,Nearest,Idaho
16060,October,2020,Ulster,NY,Passenger,1,0,1,8,9,11.11,Furthest,New York
16062,October,2020,Carroll,MD,Passenger,0,1,1,21,22,4.55,Furthest,Maryland
16063,October,2020,San Diego,CA,Passenger,14,4,18,2724,2742,0.66,Nearest,California
16064,October,2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79,Furthest,Virginia
16065,October,2020,Flathead,MT,Passenger,1,0,1,54,55,1.82,Nearest,Montana
16067,October,2020,Utah,UT,Passenger,0,1,1,128,129,0.78,Nearest,Utah
16068,October,2020,Sedgwick,KS,Passenger,1,1,2,91,93,2.15,Mid-Distance,Kansas
16069,October,2020,Nassau,NY,Passenger,4,0,4,28,32,12.5,Furthest,New York
16070,October,2020,Bucks,PA,Passenger,1,0,1,18,19,5.26,Furthest,Pennsylvania
16071,October,2020,Maricopa,AZ,Passenger,5,6,11,1330,1341,0.82,Nearest,Arizona
16073,October,2020,San Mateo,CA,Passenger,1,1,2,105,107,1.87,Nearest,California
16074,October,2020,St. Mary's,MD,Passenger,1,0,1,215,216,0.46,Furthest,Maryland
16075,October,2020,Alameda,CA,Passenger,2,0,2,255,257,0.78,Nearest,California
16076,October,2020,Saginaw,MI,Passenger,1,0,1,9,10,10.0,Furthest,Michigan
16077,October,2020,Virginia Beach,VA,Passenger,1,0,1,646,647,0.15,Furthest,Virginia
16078,October,2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55,Furthest,Virginia
16079,October,2020,Carson City,NV,Passenger,1,0,1,11,12,8.33,Nearest,Nevada
16081,October,2020,Maui,HI,Passenger,1,0,1,28,29,3.45,Nearest,Hawaii
16082,October,2020,Travis,TX,Passenger,2,1,3,168,171,1.75,Mid-Distance,Texas
16084,October,2020,Powhatan,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
16085,October,2020,Norfolk,VA,Passenger,2,3,5,345,350,1.43,Furthest,Virginia
16086,October,2020,Charleston,SC,Passenger,2,0,2,91,93,2.15,Furthest,South Carolina
16087,October,2020,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
16088,October,2020,Denver,CO,Passenger,1,0,1,113,114,0.88,Mid-Distance,Colorado
16090,October,2020,Camden,NJ,Passenger,0,1,1,22,23,4.35,Furthest,New Jersey
16091,October,2020,Bradley,TN,Passenger,1,0,1,0,1,100.0,Furthest,Tennessee
16098,October,2020,Lake,IL,Passenger,2,0,2,160,162,1.23,Mid-Distance,Illinois
16099,October,2020,Hampshire,MA,Passenger,1,0,1,6,7,14.29,Furthest,Massachusetts
16100,October,2021,Clark,NV,Passenger,4,2,6,573,579,1.04,Nearest,Nevada
16101,October,2021,St. Mary's,MD,Passenger,1,0,1,203,204,0.49,Furthest,Maryland
16105,October,2021,Milwaukee,WI,Passenger,1,0,1,36,37,2.7,Mid-Distance,Wisconsin
16106,October,2021,Richmond,GA,Passenger,0,1,1,71,72,1.39,Furthest,Georgia
16107,October,2021,Stafford,VA,Passenger,2,1,3,96,99,3.03,Furthest,Virginia
16108,October,2021,Monterey,CA,Passenger,0,1,1,142,143,0.7,Nearest,California
16109,October,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
16112,October,2021,Juneau,AK,Passenger,0,1,1,27,28,3.57,Nearest,Alaska
16114,October,2021,Fairbanks North Star,AK,Passenger,0,1,1,77,78,1.28,Nearest,Alaska
16115,October,2021,Rockdale,GA,Passenger,1,0,1,7,8,12.5,Furthest,Georgia
16118,October,2021,Las Animas,CO,Passenger,1,0,1,0,1,100.0,Mid-Distance,Colorado
16121,October,2021,Ventura,CA,Passenger,2,1,3,248,251,1.2,Nearest,California
16125,October,2021,Champaign,IL,Passenger,1,0,1,10,11,9.09,Mid-Distance,Illinois
16126,October,2021,Fresno,CA,Passenger,1,0,1,160,161,0.62,Nearest,California
16127,October,2021,Montgomery,PA,Passenger,2,0,2,23,25,8.0,Furthest,Pennsylvania
16128,October,2021,Harrison,MS,Passenger,2,0,2,48,50,4.0,Mid-Distance,Mississippi
16129,October,2021,Hudson,NJ,Passenger,1,0,1,41,42,2.38,Furthest,New Jersey
16130,October,2021,Hawaii,HI,Passenger,1,0,1,41,42,2.38,Nearest,Hawaii
16131,October,2021,Montgomery,TX,Passenger,1,1,2,37,39,5.13,Mid-Distance,Texas
16132,October,2021,Suffolk,VA,Passenger,1,0,1,122,123,0.81,Furthest,Virginia
16133,October,2021,Yamhill,OR,Passenger,1,0,1,32,33,3.03,Nearest,Oregon
16134,October,2021,DeKalb,GA,Passenger,1,0,1,56,57,1.75,Furthest,Georgia
16138,October,2021,Fairfax,VA,Passenger,4,4,8,664,672,1.19,Furthest,Virginia
16139,October,2021,Portsmouth,VA,Passenger,0,1,1,77,78,1.28,Furthest,Virginia
16140,October,2021,Harnett,NC,Passenger,1,1,2,153,155,1.29,Furthest,North Carolina
16141,October,2021,Hillsborough,FL,Passenger,0,1,1,142,143,0.7,Furthest,Florida
16142,October,2021,Arlington,VA,Passenger,1,1,2,128,130,1.54,Furthest,Virginia
16145,October,2021,Lake,IL,Passenger,3,0,3,154,157,1.91,Mid-Distance,Illinois
16146,October,2021,Honolulu,HI,Passenger,5,3,8,363,371,2.16,Nearest,Hawaii
16148,October,2021,Orange,FL,Passenger,1,0,1,107,108,0.93,Furthest,Florida
16149,October,2021,Rogers,OK,Passenger,1,0,1,3,4,25.0,Mid-Distance,Oklahoma
16150,October,2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11,Furthest,Maine
16152,October,2021,Washington,MD,Passenger,2,0,2,13,15,13.33,Furthest,Maryland
16153,October,2021,Sarpy,NE,Passenger,1,0,1,58,59,1.69,Mid-Distance,Nebraska
16155,October,2021,Goochland,VA,Passenger,3,2,5,197,202,2.48,Furthest,Virginia
16159,October,2021,Harris,TX,Passenger,1,1,2,170,172,1.16,Mid-Distance,Texas
16161,October,2021,Wichita,TX,Passenger,1,0,1,43,44,2.27,Mid-Distance,Texas
16163,October,2021,Montgomery,OH,Passenger,0,1,1,53,54,1.85,Furthest,Ohio
16164,October,2021,Carson City,NV,Passenger,1,0,1,10,11,9.09,Nearest,Nevada
16165,October,2021,Middlesex,MA,Passenger,1,1,2,86,88,2.27,Furthest,Massachusetts
16168,October,2021,Placer,CA,Passenger,2,0,2,71,73,2.74,Nearest,California
16170,October,2021,Charles,MD,Passenger,1,1,2,68,70,2.86,Furthest,Maryland
16171,October,2021,Boone,MO,Passenger,0,1,1,9,10,10.0,Furthest,Missouri
16172,October,2021,Sedgwick,KS,Passenger,1,1,2,79,81,2.47,Mid-Distance,Kansas
16173,October,2021,Shelby,OH,Passenger,0,1,1,2,3,33.33,Furthest,Ohio
16174,October,2021,Riverside,CA,Passenger,5,1,6,514,520,1.15,Nearest,California
16175,October,2021,Larimer,CO,Passenger,1,0,1,49,50,2.0,Mid-Distance,Colorado
16176,October,2021,Charleston,SC,Passenger,2,1,3,79,82,3.66,Furthest,South Carolina
16177,October,2021,Douglas,CO,Passenger,0,1,1,75,76,1.32,Mid-Distance,Colorado
16179,October,2021,Cook,IL,Passenger,2,0,2,195,197,1.02,Mid-Distance,Illinois
16180,October,2021,Ulster,NY,Passenger,1,0,1,9,10,10.0,Furthest,New York
16183,October,2021,Saratoga,NY,Passenger,1,0,1,41,42,2.38,Furthest,New York
16184,October,2021,Sacramento,CA,Passenger,2,0,2,215,217,0.92,Nearest,California
16186,October,2021,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance,Texas
16187,October,2021,Hamilton,IN,Passenger,2,0,2,28,30,6.67,Furthest,Indiana
16189,October,2021,Salt Lake,UT,Passenger,0,1,1,158,159,0.63,Nearest,Utah
16190,October,2021,Richland,SC,Passenger,0,1,1,129,130,0.77,Furthest,South Carolina
16192,October,2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0,Furthest,Virginia
16193,October,2021,Broward,FL,Passenger,2,0,2,97,99,2.02,Furthest,Florida
16194,October,2021,Greene,MO,Passenger,0,1,1,26,27,3.7,Furthest,Missouri
16195,October,2021,Houston,GA,Passenger,1,0,1,44,45,2.22,Furthest,Georgia
16196,October,2021,Hidalgo,TX,Passenger,0,1,1,54,55,1.82,Mid-Distance,Texas
16197,October,2021,Burlington,NJ,Passenger,0,1,1,120,121,0.83,Furthest,New Jersey
16198,October,2021,Chesapeake,VA,Passenger,1,3,4,376,380,1.05,Furthest,Virginia
16199,October,2021,St. Clair,IL,Passenger,2,0,2,123,125,1.6,Mid-Distance,Illinois
16201,October,2021,Geary,KS,Passenger,1,0,1,96,97,1.03,Mid-Distance,Kansas
16202,October,2021,Sumter,SC,Passenger,0,1,1,36,37,2.7,Furthest,South Carolina
16203,October,2021,Tarrant,TX,Passenger,1,0,1,136,137,0.73,Mid-Distance,Texas
16204,October,2021,Escambia,FL,Passenger,0,1,1,139,140,0.71,Furthest,Florida
16205,October,2021,Spartanburg,SC,Passenger,0,1,1,48,49,2.04,Furthest,South Carolina
16207,October,2021,Manassas,VA,Passenger,0,1,1,7,8,12.5,Furthest,Virginia
16209,October,2021,Williamson,TX,Passenger,1,2,3,97,100,3.0,Mid-Distance,Texas
16210,October,2021,Cape May,NJ,Passenger,0,1,1,8,9,11.11,Furthest,New Jersey
16211,October,2021,New York,NY,Passenger,1,0,1,37,38,2.63,Furthest,New York
16212,October,2021,Duval,FL,Passenger,0,2,2,321,323,0.62,Furthest,Florida
16214,October,2021,Howard,IN,Passenger,0,1,1,6,7,14.29,Furthest,Indiana
16215,October,2021,Rockingham,NH,Passenger,1,0,1,19,20,5.0,Furthest,New Hampshire
16216,October,2021,Cumberland,NC,Passenger,0,2,2,399,401,0.5,Furthest,North Carolina
16217,October,2021,Pima,AZ,Passenger,1,1,2,251,253,0.79,Nearest,Arizona
16218,October,2021,Nueces,TX,Passenger,1,0,1,64,65,1.54,Mid-Distance,Texas
16220,October,2021,New London,CT,Passenger,1,4,5,212,217,2.3,Furthest,Connecticut
16221,October,2021,Fort Bend,TX,Passenger,1,0,1,35,36,2.78,Mid-Distance,Texas
16222,October,2021,Missoula,MT,Passenger,1,0,1,52,53,1.89,Nearest,Montana
16223,October,2021,Wake,NC,Passenger,1,0,1,112,113,0.88,Furthest,North Carolina
16224,October,2021,Sonoma,CA,Passenger,0,1,1,82,83,1.2,Nearest,California
16225,October,2021,Denton,TX,Passenger,1,0,1,76,77,1.3,Mid-Distance,Texas
16226,October,2021,Lee,FL,Passenger,1,0,1,33,34,2.94,Furthest,Florida
16227,October,2021,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest,New York
16229,October,2021,Baltimore,MD,Passenger,1,0,1,86,87,1.15,Furthest,Maryland
16230,October,2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.0,Mid-Distance,Puerto Rico
16231,October,2021,Multnomah,OR,Passenger,2,6,8,622,630,1.27,Nearest,Oregon
