,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
483,April,2019,Fairfax,VA,Passenger,3,2,5,781,786,0.64,Furthest,Virginia
485,April,2019,DuPage,IL,Passenger,1,0,1,60,61,1.64,Mid-Distance,Illinois
486,April,2019,Tulsa,OK,Passenger,1,1,2,46,48,4.17,Mid-Distance,Oklahoma
487,April,2019,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19,Furthest,North Carolina
488,April,2019,Santa Clara,CA,Passenger,8,1,9,362,371,2.43,Nearest,California
489,April,2019,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,Furthest,Virginia
493,April,2019,Franklin,MA,Passenger,0,1,1,1,2,50.0,Furthest,Massachusetts
494,April,2019,Clay,FL,Passenger,0,1,1,87,88,1.14,Furthest,Florida
496,April,2019,Saratoga,NY,Passenger,1,0,1,58,59,1.69,Furthest,New York
497,April,2019,Tarrant,TX,Passenger,2,0,2,200,202,0.99,Mid-Distance,Texas
499,April,2019,Berkshire,MA,Passenger,0,1,1,4,5,20.0,Furthest,Massachusetts
502,April,2019,Oldham,KY,Passenger,0,1,1,5,6,16.67,Furthest,Kentucky
504,April,2019,New Haven,CT,Passenger,0,2,2,49,51,3.92,Furthest,Connecticut
505,April,2019,El Paso,TX,Passenger,3,0,3,486,489,0.61,Mid-Distance,Texas
507,April,2019,Klamath,OR,Passenger,1,0,1,38,39,2.56,Nearest,Oregon
508,April,2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47,Furthest,Maryland
512,April,2019,Washoe,NV,Passenger,2,0,2,110,112,1.79,Nearest,Nevada
513,April,2019,Lee,AL,Passenger,1,0,1,35,36,2.78,Furthest,Alabama
514,April,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67,Mid-Distance,Oklahoma
515,April,2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7,Furthest,New Jersey
516,April,2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.5,Nearest,California
517,April,2019,Harris,TX,Passenger,0,1,1,248,249,0.4,Mid-Distance,Texas
518,April,2019,Polk,FL,Passenger,1,0,1,65,66,1.52,Furthest,Florida
519,April,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69,Nearest,California
520,April,2019,Frederick,MD,Passenger,1,1,2,78,80,2.5,Furthest,Maryland
523,April,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest,North Carolina
524,April,2019,Riverside,CA,Passenger,2,2,4,663,667,0.6,Nearest,California
525,April,2019,Calvert,MD,Passenger,0,2,2,86,88,2.27,Furthest,Maryland
526,April,2019,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Furthest,Massachusetts
527,April,2019,Contra Costa,CA,Passenger,2,2,4,389,393,1.02,Nearest,California
528,April,2019,Moore,NC,Passenger,0,1,1,181,182,0.55,Furthest,North Carolina
530,April,2019,Larimer,CO,Passenger,1,0,1,58,59,1.69,Mid-Distance,Colorado
531,April,2019,Lumpkin,GA,Passenger,1,0,1,6,7,14.29,Furthest,Georgia
532,April,2019,Carson City,NV,Passenger,1,0,1,14,15,6.67,Nearest,Nevada
534,April,2019,Middlesex,MA,Passenger,1,1,2,116,118,1.69,Furthest,Massachusetts
536,April,2019,Ada,ID,Passenger,0,2,2,309,311,0.64,Nearest,Idaho
537,April,2019,Williamson,TX,Passenger,0,1,1,143,144,0.69,Mid-Distance,Texas
538,April,2019,Maricopa,AZ,Passenger,6,2,8,1537,1545,0.52,Nearest,Arizona
540,April,2019,Prince George's,MD,Passenger,1,1,2,185,187,1.07,Furthest,Maryland
541,April,2019,Flathead,MT,Passenger,1,0,1,60,61,1.64,Nearest,Montana
542,April,2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
544,April,2019,Kent,MI,Passenger,0,1,1,22,23,4.35,Furthest,Michigan
545,April,2019,Lee,FL,Passenger,1,0,1,53,54,1.85,Furthest,Florida
547,April,2019,Alameda,CA,Passenger,3,2,5,311,316,1.58,Nearest,California
550,April,2019,Kootenai,ID,Passenger,1,1,2,215,217,0.92,Nearest,Idaho
553,April,2019,Prince William,VA,Passenger,1,4,5,257,262,1.91,Furthest,Virginia
557,April,2019,Pima,AZ,Passenger,1,1,2,398,400,0.5,Nearest,Arizona
559,April,2019,San Francisco,CA,Passenger,2,1,3,111,114,2.63,Nearest,California
560,April,2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44,Furthest,Massachusetts
561,April,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96,Furthest,District of Columbia
563,April,2019,Camden,NJ,Passenger,0,1,1,25,26,3.85,Furthest,New Jersey
566,April,2019,Collin,TX,Passenger,1,1,2,132,134,1.49,Mid-Distance,Texas
567,April,2019,Marion,OR,Passenger,1,0,1,115,116,0.86,Nearest,Oregon
569,April,2019,Shelby,TN,Passenger,0,1,1,94,95,1.05,Furthest,Tennessee
570,April,2019,Monroe,IL,Passenger,1,0,1,4,5,20.0,Mid-Distance,Illinois
571,April,2019,Hawaii,HI,Passenger,1,0,1,61,62,1.61,Nearest,Hawaii
572,April,2019,Wayne,MI,Passenger,0,1,1,69,70,1.43,Furthest,Michigan
573,April,2019,Valencia,NM,Passenger,1,0,1,8,9,11.11,Mid-Distance,New Mexico
574,April,2019,Guadalupe,TX,Passenger,1,0,1,76,77,1.3,Mid-Distance,Texas
576,April,2019,Virginia Beach,VA,Passenger,1,1,2,702,704,0.28,Furthest,Virginia
577,April,2019,Cumberland,NC,Passenger,0,2,2,507,509,0.39,Furthest,North Carolina
578,April,2019,Clark,NV,Passenger,3,2,5,690,695,0.72,Nearest,Nevada
581,April,2019,Jefferson,CO,Passenger,0,2,2,59,61,3.28,Mid-Distance,Colorado
582,April,2019,Denver,CO,Passenger,1,0,1,130,131,0.76,Mid-Distance,Colorado
583,April,2019,Montgomery,TX,Passenger,2,0,2,59,61,3.28,Mid-Distance,Texas
587,April,2019,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest,Indiana
589,April,2019,Fulton,GA,Passenger,1,2,3,112,115,2.61,Furthest,Georgia
590,April,2019,Carroll,NH,Passenger,0,1,1,2,3,33.33,Furthest,New Hampshire
592,April,2019,Nassau,NY,Passenger,3,0,3,40,43,6.98,Furthest,New York
594,April,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94,Furthest,South Carolina
596,April,2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35,Nearest,Idaho
598,April,2019,Clackamas,OR,Passenger,1,1,2,206,208,0.96,Nearest,Oregon
599,April,2019,Maui,HI,Passenger,1,0,1,47,48,2.08,Nearest,Hawaii
600,April,2019,Goochland,VA,Passenger,1,1,2,251,253,0.79,Furthest,Virginia
601,April,2019,El Paso,CO,Passenger,3,2,5,751,756,0.66,Mid-Distance,Colorado
603,April,2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85,Furthest,Virginia
604,April,2019,Manatee,FL,Passenger,1,0,1,32,33,3.03,Furthest,Florida
606,April,2019,Juneau,AK,Passenger,0,2,2,32,34,5.88,Nearest,Alaska
607,April,2019,Cook,IL,Passenger,1,0,1,241,242,0.41,Mid-Distance,Illinois
608,April,2019,Houston,GA,Passenger,1,0,1,54,55,1.82,Furthest,Georgia
609,April,2020,Sumter,FL,Passenger,0,1,1,9,10,10.0,Furthest,Florida
610,April,2020,Placer,CA,Passenger,2,0,2,89,91,2.2,Nearest,California
611,April,2020,New Haven,CT,Passenger,0,2,2,41,43,4.65,Furthest,Connecticut
614,April,2020,DeKalb,GA,Passenger,1,0,1,80,81,1.23,Furthest,Georgia
618,April,2020,Frederick,MD,Passenger,1,1,2,76,78,2.56,Furthest,Maryland
619,April,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0,Furthest,Ohio
620,April,2020,Tarrant,TX,Passenger,1,0,1,178,179,0.56,Mid-Distance,Texas
621,April,2020,San Diego,CA,Passenger,13,5,18,2764,2782,0.65,Nearest,California
622,April,2020,Alexandria,VA,Passenger,1,0,1,140,141,0.71,Furthest,Virginia
623,April,2020,Camden,NJ,Passenger,0,2,2,21,23,8.7,Furthest,New Jersey
624,April,2020,Dallas,TX,Passenger,1,0,1,202,203,0.49,Mid-Distance,Texas
626,April,2020,Montgomery,AL,Passenger,0,1,1,38,39,2.56,Furthest,Alabama
627,April,2020,Manassas,VA,Passenger,0,1,1,5,6,16.67,Furthest,Virginia
628,April,2020,Prince George's,MD,Passenger,1,1,2,164,166,1.2,Furthest,Maryland
629,April,2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57,Furthest,New Hampshire
630,April,2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13,Furthest,Ohio
632,April,2020,Williams,ND,Passenger,0,1,1,13,14,7.14,Mid-Distance,North Dakota
633,April,2020,Shelby,TN,Passenger,0,1,1,89,90,1.11,Furthest,Tennessee
634,April,2020,DuPage,IL,Passenger,3,0,3,58,61,4.92,Mid-Distance,Illinois
636,April,2020,Nassau,NY,Passenger,4,0,4,33,37,10.81,Furthest,New York
637,April,2020,St. Clair,IL,Passenger,1,0,1,139,140,0.71,Mid-Distance,Illinois
638,April,2020,Hudson,NJ,Passenger,1,0,1,38,39,2.56,Furthest,New Jersey
639,April,2020,Denton,TX,Passenger,1,0,1,90,91,1.1,Mid-Distance,Texas
641,April,2020,Fresno,CA,Passenger,1,0,1,183,184,0.54,Nearest,California
642,April,2020,Hawaii,HI,Passenger,1,0,1,57,58,1.72,Nearest,Hawaii
643,April,2020,Monroe,IL,Passenger,1,0,1,4,5,20.0,Mid-Distance,Illinois
644,April,2020,Montgomery,PA,Passenger,1,0,1,31,32,3.12,Furthest,Pennsylvania
646,April,2020,Palm Beach,FL,Passenger,0,1,1,80,81,1.23,Furthest,Florida
647,April,2020,Ramsey,MN,Passenger,1,0,1,39,40,2.5,Mid-Distance,Minnesota
648,April,2020,Prince William,VA,Passenger,2,3,5,222,227,2.2,Furthest,Virginia
649,April,2020,Greene,MO,Passenger,0,1,1,31,32,3.12,Furthest,Missouri
651,April,2020,Ventura,CA,Passenger,0,3,3,287,290,1.03,Nearest,California
654,April,2020,Shasta,CA,Passenger,1,0,1,37,38,2.63,Nearest,California
655,April,2020,El Paso,TX,Passenger,3,0,3,436,439,0.68,Mid-Distance,Texas
657,April,2020,Virginia Beach,VA,Passenger,1,0,1,672,673,0.15,Furthest,Virginia
659,April,2020,Pinellas,FL,Passenger,1,1,2,109,111,1.8,Furthest,Florida
660,April,2020,Moore,NC,Passenger,0,1,1,162,163,0.61,Furthest,North Carolina
661,April,2020,Duval,FL,Passenger,0,2,2,358,360,0.56,Furthest,Florida
662,April,2020,Collin,TX,Passenger,1,1,2,124,126,1.59,Mid-Distance,Texas
664,April,2020,Juneau,AK,Passenger,0,2,2,31,33,6.06,Nearest,Alaska
665,April,2020,Putnam,TN,Passenger,0,1,1,3,4,25.0,Furthest,Tennessee
666,April,2020,Cascade,MT,Passenger,0,1,1,55,56,1.79,Nearest,Montana
668,April,2020,Houston,GA,Passenger,1,0,1,58,59,1.69,Furthest,Georgia
669,April,2020,Arlington,VA,Passenger,0,2,2,150,152,1.32,Furthest,Virginia
670,April,2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest,Kentucky
672,April,2020,Valencia,NM,Passenger,1,0,1,5,6,16.67,Mid-Distance,New Mexico
673,April,2020,Washington,OR,Passenger,1,0,1,446,447,0.22,Nearest,Oregon
675,April,2020,District of Columbia,DC,Passenger,1,1,2,202,204,0.98,Furthest,District of Columbia
676,April,2020,Richland,SC,Passenger,0,1,1,156,157,0.64,Furthest,South Carolina
678,April,2020,Washtenaw,MI,Passenger,1,0,1,36,37,2.7,Furthest,Michigan
681,April,2020,Fort Bend,TX,Passenger,1,0,1,46,47,2.13,Mid-Distance,Texas
682,April,2020,Riverside,CA,Passenger,3,1,4,629,633,0.63,Nearest,California
684,April,2020,Middlesex,MA,Passenger,1,1,2,96,98,2.04,Furthest,Massachusetts
685,April,2020,Spartanburg,SC,Passenger,0,1,1,49,50,2.0,Furthest,South Carolina
686,April,2020,Charles,MD,Passenger,0,1,1,74,75,1.33,Furthest,Maryland
689,April,2020,Tulsa,OK,Passenger,1,1,2,43,45,4.44,Mid-Distance,Oklahoma
690,April,2020,Polk,FL,Passenger,1,0,1,65,66,1.52,Furthest,Florida
693,April,2020,Denver,CO,Passenger,1,0,1,120,121,0.83,Mid-Distance,Colorado
694,April,2020,Guadalupe,TX,Passenger,1,0,1,65,66,1.52,Mid-Distance,Texas
696,April,2020,Boone,MO,Passenger,0,1,1,12,13,7.69,Furthest,Missouri
697,April,2020,Anne Arundel,MD,Passenger,0,1,1,415,416,0.24,Furthest,Maryland
700,April,2020,Los Angeles,CA,Passenger,7,11,18,1001,1019,1.77,Nearest,California
701,April,2020,Harris,TX,Passenger,1,0,1,233,234,0.43,Mid-Distance,Texas
702,April,2020,Ada,ID,Passenger,0,1,1,282,283,0.35,Nearest,Idaho
703,April,2020,Harrison,MS,Passenger,1,0,1,57,58,1.72,Mid-Distance,Mississippi
704,April,2020,Maui,HI,Passenger,1,0,1,34,35,2.86,Nearest,Hawaii
706,April,2020,Lake,FL,Passenger,1,0,1,20,21,4.76,Furthest,Florida
707,April,2020,Osceola,FL,Passenger,1,0,1,41,42,2.38,Furthest,Florida
708,April,2020,Orange,CA,Passenger,7,2,9,493,502,1.79,Nearest,California
711,April,2020,Carroll,NH,Passenger,0,1,1,4,5,20.0,Furthest,New Hampshire
712,April,2020,Richmond,GA,Passenger,0,1,1,86,87,1.15,Furthest,Georgia
714,April,2020,Penobscot,ME,Passenger,0,1,1,15,16,6.25,Furthest,Maine
716,April,2020,Harnett,NC,Passenger,1,0,1,201,202,0.5,Furthest,North Carolina
718,April,2020,St. Mary's,MD,Passenger,1,0,1,217,218,0.46,Furthest,Maryland
719,April,2020,Deschutes,OR,Passenger,3,0,3,139,142,2.11,Nearest,Oregon
720,April,2020,Hamilton,IN,Passenger,1,0,1,40,41,2.44,Furthest,Indiana
722,April,2020,Tuolumne,CA,Passenger,0,1,1,10,11,9.09,Nearest,California
723,April,2020,Klamath,OR,Passenger,1,0,1,34,35,2.86,Nearest,Oregon
724,April,2020,San Mateo,CA,Passenger,0,1,1,116,117,0.85,Nearest,California
725,April,2020,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest,Georgia
727,April,2020,Clark,NV,Passenger,3,2,5,674,679,0.74,Nearest,Nevada
729,April,2020,Broward,FL,Passenger,3,1,4,115,119,3.36,Furthest,Florida
731,April,2020,Jefferson,CO,Passenger,0,1,1,58,59,1.69,Mid-Distance,Colorado
732,April,2020,Lee,FL,Passenger,1,0,1,51,52,1.92,Furthest,Florida
734,April,2020,Bexar,TX,Passenger,2,5,7,613,620,1.13,Mid-Distance,Texas
735,April,2020,Hennepin,MN,Passenger,3,1,4,90,94,4.26,Mid-Distance,Minnesota
736,April,2020,Clackamas,OR,Passenger,2,0,2,201,203,0.99,Nearest,Oregon
737,April,2020,Randolph,NC,Passenger,1,0,1,7,8,12.5,Furthest,North Carolina
738,April,2020,San Francisco,CA,Passenger,2,1,3,98,101,2.97,Nearest,California
739,April,2020,Ulster,NY,Passenger,1,0,1,8,9,11.11,Furthest,New York
740,April,2020,Cochise,AZ,Passenger,0,1,1,101,102,0.98,Nearest,Arizona
742,April,2020,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
743,April,2020,Kootenai,ID,Passenger,1,0,1,225,226,0.44,Nearest,Idaho
745,April,2020,Loudoun,VA,Passenger,1,0,1,89,90,1.11,Furthest,Virginia
746,April,2020,Alameda,CA,Passenger,3,1,4,277,281,1.42,Nearest,California
748,April,2020,Williamson,TX,Passenger,0,2,2,139,141,1.42,Mid-Distance,Texas
749,April,2020,Cape May,NJ,Passenger,0,1,1,13,14,7.14,Furthest,New Jersey
752,April,2020,Queens,NY,Passenger,1,0,1,53,54,1.85,Furthest,New York
753,April,2020,Fulton,GA,Passenger,1,2,3,104,107,2.8,Furthest,Georgia
754,April,2020,Kent,MI,Passenger,0,1,1,23,24,4.17,Furthest,Michigan
756,April,2020,Allegheny,PA,Passenger,1,0,1,74,75,1.33,Furthest,Pennsylvania
757,April,2020,Bucks,PA,Passenger,1,0,1,20,21,4.76,Furthest,Pennsylvania
758,April,2020,Chesapeake,VA,Passenger,0,2,2,422,424,0.47,Furthest,Virginia
761,April,2020,St. Louis,MO,Passenger,1,0,1,99,100,1.0,Furthest,Missouri
762,April,2020,Rogers,OK,Passenger,1,0,1,5,6,16.67,Mid-Distance,Oklahoma
763,April,2020,Charleston,SC,Passenger,1,0,1,105,106,0.94,Furthest,South Carolina
764,April,2020,Multnomah,OR,Passenger,4,7,11,721,732,1.5,Nearest,Oregon
766,April,2020,Norfolk,VA,Passenger,2,2,4,347,351,1.14,Furthest,Virginia
767,April,2020,Carson City,NV,Passenger,1,0,1,11,12,8.33,Nearest,Nevada
768,April,2020,Clay,FL,Passenger,0,1,1,80,81,1.23,Furthest,Florida
771,April,2020,Erie,NY,Passenger,1,0,1,44,45,2.22,Furthest,New York
772,April,2020,Arapahoe,CO,Passenger,1,0,1,136,137,0.73,Mid-Distance,Colorado
773,April,2020,Suffolk,MA,Passenger,0,2,2,36,38,5.26,Furthest,Massachusetts
774,April,2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63,Nearest,California
775,April,2020,Sacramento,CA,Passenger,1,0,1,268,269,0.37,Nearest,California
778,April,2020,Santa Clara,CA,Passenger,7,2,9,318,327,2.75,Nearest,California
779,April,2020,Vigo,IN,Passenger,1,0,1,5,6,16.67,Furthest,Indiana
780,April,2020,Solano,CA,Passenger,1,0,1,211,212,0.47,Nearest,California
781,April,2020,Montgomery,TX,Passenger,1,0,1,52,53,1.89,Mid-Distance,Texas
782,April,2020,El Paso,CO,Passenger,2,0,2,722,724,0.28,Mid-Distance,Colorado
783,April,2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45,Nearest,Idaho
786,April,2020,Pima,AZ,Passenger,3,1,4,351,355,1.13,Nearest,Arizona
788,April,2020,Suffolk,VA,Passenger,1,0,1,126,127,0.79,Furthest,Virginia
791,April,2020,Cumberland,NC,Passenger,0,2,2,471,473,0.42,Furthest,North Carolina
794,April,2020,Sedgwick,KS,Passenger,1,1,2,93,95,2.11,Mid-Distance,Kansas
795,April,2020,Honolulu,HI,Passenger,4,2,6,457,463,1.3,Nearest,Hawaii
796,April,2020,Boulder,CO,Passenger,0,1,1,46,47,2.13,Mid-Distance,Colorado
799,April,2020,Nueces,TX,Passenger,1,0,1,82,83,1.2,Mid-Distance,Texas
800,April,2020,Brevard,FL,Passenger,0,1,1,86,87,1.15,Furthest,Florida
801,April,2020,Larimer,CO,Passenger,1,0,1,52,53,1.89,Mid-Distance,Colorado
802,April,2020,Douglas,NE,Passenger,0,1,1,55,56,1.79,Mid-Distance,Nebraska
805,April,2020,Lake,IL,Passenger,1,0,1,164,165,0.61,Mid-Distance,Illinois
806,April,2020,Travis,TX,Passenger,2,1,3,183,186,1.61,Mid-Distance,Texas
807,April,2020,Calvert,MD,Passenger,0,2,2,89,91,2.2,Furthest,Maryland
809,April,2020,Fairfax,VA,Passenger,4,3,7,740,747,0.94,Furthest,Virginia
810,April,2020,Portsmouth,VA,Passenger,0,1,1,79,80,1.25,Furthest,Virginia
811,April,2020,Washoe,NV,Passenger,1,0,1,106,107,0.93,Nearest,Nevada
812,April,2020,Howard,MD,Passenger,0,1,1,71,72,1.39,Furthest,Maryland
813,April,2020,Bartow,GA,Passenger,0,1,1,3,4,25.0,Furthest,Georgia
815,April,2020,Sarasota,FL,Passenger,2,0,2,24,26,7.69,Furthest,Florida
817,April,2020,Jefferson,NY,Passenger,0,1,1,212,213,0.47,Furthest,New York
818,April,2020,San Joaquin,CA,Passenger,1,0,1,130,131,0.76,Nearest,California
819,April,2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,Mid-Distance,Puerto Rico
821,April,2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01,Nearest,Alaska
822,April,2020,Stafford,VA,Passenger,1,1,2,90,92,2.17,Furthest,Virginia
823,April,2020,New London,CT,Passenger,1,2,3,243,246,1.22,Furthest,Connecticut
824,April,2020,Kern,CA,Passenger,0,1,1,225,226,0.44,Nearest,California
826,April,2020,Saginaw,MI,Passenger,1,0,1,10,11,9.09,Furthest,Michigan
827,April,2020,Dakota,MN,Passenger,0,1,1,32,33,3.03,Mid-Distance,Minnesota
828,April,2020,Maricopa,AZ,Passenger,7,6,13,1447,1460,0.89,Nearest,Arizona
829,April,2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55,Furthest,Virginia
831,April,2020,Gwinnett,GA,Passenger,1,0,1,73,74,1.35,Furthest,Georgia
832,April,2020,Powhatan,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
833,April,2020,Wilson,TX,Passenger,0,1,1,7,8,12.5,Mid-Distance,Texas
835,April,2020,Goochland,VA,Passenger,2,1,3,258,261,1.15,Furthest,Virginia
836,April,2020,Oklahoma,OK,Passenger,0,1,1,126,127,0.79,Mid-Distance,Oklahoma
837,April,2020,Contra Costa,CA,Passenger,3,2,5,322,327,1.53,Nearest,California
840,April,2020,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
841,April,2020,Flathead,MT,Passenger,1,0,1,63,64,1.56,Nearest,Montana
846,April,2020,Pinal,AZ,Passenger,1,0,1,185,186,0.54,Nearest,Arizona
851,April,2021,Carroll,MD,Passenger,0,1,1,18,19,5.26,Furthest,Maryland
852,April,2021,Jones,GA,Passenger,1,0,1,1,2,50.0,Furthest,Georgia
853,April,2021,Dakota,MN,Passenger,0,1,1,25,26,3.85,Mid-Distance,Minnesota
854,April,2021,Douglas,CO,Passenger,0,1,1,76,77,1.3,Mid-Distance,Colorado
855,April,2021,Utah,UT,Passenger,0,1,1,119,120,0.83,Nearest,Utah
856,April,2021,Clackamas,OR,Passenger,2,0,2,176,178,1.12,Nearest,Oregon
857,April,2021,Saginaw,MI,Passenger,2,0,2,10,12,16.67,Furthest,Michigan
858,April,2021,Boone,MO,Passenger,0,1,1,9,10,10.0,Furthest,Missouri
859,April,2021,Charleston,SC,Passenger,2,0,2,85,87,2.3,Furthest,South Carolina
862,April,2021,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest,Florida
864,April,2021,District of Columbia,DC,Passenger,4,1,5,194,199,2.51,Furthest,District of Columbia
865,April,2021,Salt Lake,UT,Passenger,0,1,1,171,172,0.58,Nearest,Utah
866,April,2021,Harrison,MS,Passenger,2,0,2,50,52,3.85,Mid-Distance,Mississippi
868,April,2021,Bexar,TX,Passenger,4,5,9,538,547,1.65,Mid-Distance,Texas
869,April,2021,Ventura,CA,Passenger,1,1,2,265,267,0.75,Nearest,California
870,April,2021,Santa Clara,CA,Passenger,8,2,10,260,270,3.7,Nearest,California
871,April,2021,Spartanburg,SC,Passenger,0,1,1,51,52,1.92,Furthest,South Carolina
872,April,2021,Montgomery,MD,Passenger,1,0,1,228,229,0.44,Furthest,Maryland
874,April,2021,Louisa,VA,Passenger,0,1,1,1,2,50.0,Furthest,Virginia
875,April,2021,Boulder,CO,Passenger,0,1,1,46,47,2.13,Mid-Distance,Colorado
876,April,2021,Jefferson,NY,Passenger,0,1,1,211,212,0.47,Furthest,New York
878,April,2021,New York,NY,Passenger,1,0,1,47,48,2.08,Furthest,New York
879,April,2021,Nassau,FL,Passenger,1,0,1,32,33,3.03,Furthest,Florida
881,April,2021,Prince William,VA,Passenger,1,1,2,213,215,0.93,Furthest,Virginia
882,April,2021,Norfolk,VA,Passenger,2,3,5,324,329,1.52,Furthest,Virginia
884,April,2021,Arapahoe,CO,Passenger,1,0,1,116,117,0.85,Mid-Distance,Colorado
887,April,2021,Manassas,VA,Passenger,0,1,1,6,7,14.29,Furthest,Virginia
888,April,2021,Okaloosa,FL,Passenger,0,1,1,124,125,0.8,Furthest,Florida
890,April,2021,Prince George's,MD,Passenger,2,1,3,142,145,2.07,Furthest,Maryland
891,April,2021,Sarasota,FL,Passenger,2,0,2,27,29,6.9,Furthest,Florida
892,April,2021,Philadelphia,PA,Passenger,1,0,1,51,52,1.92,Furthest,Pennsylvania
893,April,2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,Mid-Distance,Puerto Rico
896,April,2021,Camden,NJ,Passenger,0,1,1,15,16,6.25,Furthest,New Jersey
897,April,2021,Pima,AZ,Passenger,2,1,3,290,293,1.02,Nearest,Arizona
899,April,2021,Anchorage,AK,Passenger,1,0,1,141,142,0.7,Nearest,Alaska
900,April,2021,Polk,FL,Passenger,1,0,1,54,55,1.82,Furthest,Florida
901,April,2021,Wilson,TX,Passenger,0,1,1,3,4,25.0,Mid-Distance,Texas
902,April,2021,Harris,TX,Passenger,1,1,2,200,202,0.99,Mid-Distance,Texas
904,April,2021,Anne Arundel,MD,Passenger,4,2,6,393,399,1.5,Furthest,Maryland
905,April,2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27,Furthest,New Jersey
906,April,2021,El Paso,CO,Passenger,3,0,3,683,686,0.44,Mid-Distance,Colorado
907,April,2021,Suffolk,MA,Passenger,0,2,2,33,35,5.71,Furthest,Massachusetts
908,April,2021,Sedgwick,KS,Passenger,1,1,2,86,88,2.27,Mid-Distance,Kansas
909,April,2021,Rockingham,NH,Passenger,1,0,1,23,24,4.17,Furthest,New Hampshire
910,April,2021,Howard,MD,Passenger,0,1,1,63,64,1.56,Furthest,Maryland
911,April,2021,Owyhee,ID,Passenger,1,0,1,3,4,25.0,Nearest,Idaho
912,April,2021,Douglas,NE,Passenger,1,1,2,50,52,3.85,Mid-Distance,Nebraska
913,April,2021,San Mateo,CA,Passenger,1,1,2,102,104,1.92,Nearest,California
914,April,2021,Richland,SC,Passenger,0,1,1,139,140,0.71,Furthest,South Carolina
915,April,2021,Portsmouth,VA,Passenger,0,1,1,78,79,1.27,Furthest,Virginia
916,April,2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29,Furthest,Massachusetts
917,April,2021,Danville,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
918,April,2021,Allegheny,PA,Passenger,1,1,2,64,66,3.03,Furthest,Pennsylvania
919,April,2021,Carroll,NH,Passenger,0,1,1,5,6,16.67,Furthest,New Hampshire
920,April,2021,Carson City,NV,Passenger,1,0,1,11,12,8.33,Nearest,Nevada
922,April,2021,Bartow,GA,Passenger,0,1,1,4,5,20.0,Furthest,Georgia
923,April,2021,Klamath,OR,Passenger,1,0,1,31,32,3.12,Nearest,Oregon
924,April,2021,Richmond,NY,Passenger,1,0,1,8,9,11.11,Furthest,New York
925,April,2021,Nassau,NY,Passenger,4,0,4,26,30,13.33,Furthest,New York
927,April,2021,Los Angeles,CA,Passenger,10,11,21,903,924,2.27,Nearest,California
931,April,2021,Larimer,CO,Passenger,1,0,1,52,53,1.89,Mid-Distance,Colorado
933,April,2021,Yamhill,OR,Passenger,1,0,1,37,38,2.63,Nearest,Oregon
934,April,2021,Leavenworth,KS,Passenger,0,1,1,119,120,0.83,Mid-Distance,Kansas
935,April,2021,Houston,GA,Passenger,1,0,1,50,51,1.96,Furthest,Georgia
936,April,2021,Greene,MO,Passenger,0,1,1,31,32,3.12,Furthest,Missouri
937,April,2021,Placer,CA,Passenger,2,0,2,79,81,2.47,Nearest,California
938,April,2021,Hamilton,IN,Passenger,2,0,2,34,36,5.56,Furthest,Indiana
940,April,2021,Collin,TX,Passenger,1,1,2,115,117,1.71,Mid-Distance,Texas
941,April,2021,Stafford,VA,Passenger,2,1,3,99,102,2.94,Furthest,Virginia
